source,record_id,name,other_names,address,city,state,postal_code,phone,taxonomy,last_updated,latitude,longitude
nppes,1023682507,"BRILLIANT DENTISTRY, PLLC",,7727 FLYING CLOUD DR,EDEN PRAIRIE,MN,55344,952-944-2052,"Dentist, General Practice",2021-05-19,44.865311533603,-93.41994927122
nppes,1497827869,BROOK WEST FAMILY DENTISTRY PA,,"7950 MAIN ST, #205",MAPLE GROVE,MN,55369,763-561-2273,Dentist,2020-08-22,45.100343473546,-93.441286188419
nppes,1124207899,"BRUCE A. BAKER, D.D.S., P.A.",,1405 78TH ST,VICTORIA,MN,55386,952-443-2994,"Dentist, General Practice",2007-10-30,44.863226741961,-93.652303465911
nppes,1316035595,"BRUCE K.A. DORMANEN, P.A.",,2150 3RD AVE STE 200,ANOKA,MN,55303,763-421-9292,"Dentist, Orthodontics and Dentofacial Orthopedics",2020-08-22,45.199674362766,-93.387120186731
nppes,1194101055,BRUCE MARTINSON FAMILY & COSMETIC DENTISTRY,WAYZATA SMILES,317 E WAYZATA BLVD,WAYZATA,MN,55391,952-473-4639,"Dentist, General Practice",2015-08-03,44.973581598572,-93.516652224539
nppes,1932768157,"BRUCE MERRY DDS, PLLC",,7890 MITCHELL RD,EDEN PRAIRIE,MN,55344,952-937-7677,"Dentist, General Practice",2019-06-11,44.860392203107,-93.460218833394
nppes,1891079851,"BURNSVILLE DENTAL, P.A.",NORTHSTAR DENTAL CLINIC,675 E NICOLLET BLVD STE 120,BURNSVILLE,MN,55337,952-892-7700,"Dentist, General Practice",2011-10-07,44.751676444374,-93.267034161046
nppes,1144656059,BURNSVILLE ORTHODONTIC ASSOCIATES PLLC,EKIM ORTHODONTICS,"625 E NICOLLET BLVD, SUITE 300",BURNSVILLE,MN,55337,952-435-0350,"Dentist, Orthodontics and Dentofacial Orthopedics",2015-11-10,44.751369034162,-93.267753686109
nppes,1144632993,CASEY LUKE NEWTON,,13911 RIDGEDALE DR,MINNETONKA,MN,55305,952-545-8603,Dentist,2020-10-28,44.970565302862,-93.456105914048
nppes,1619259181,CEDAR ISLAND DENTAL,,7378 KIRKWOOD CT N,MAPLE GROVE,MN,55369,763-391-7600,"Dentist, General Practice",2011-09-12,45.088959164476,-93.433591838663
nppes,1730255373,CENTERPOINTE DENTAL GROUP PA,,"14321 NICOLLET COURT, SUITE #200",BURNSVILLE,MN,55306,952-892-3808,"Dentist, General Practice",2020-08-22,44.744256153193,-93.280851010446
nppes,1194198309,"CHAMPLIN DENTISTRY, PC",CHAMPLIN DENTISTRY,11231 AQUILA DRIVE N,CHAMPLIN,MN,55316,763-275-1318,"Dentist, General Practice",2015-11-10,45.158256389802,-93.389946544401
nppes,1992818751,CHAMPLIN FAMILY DENTAL PA,,12233 CHAMPLIN DRIVE,CHAMPLIN,MN,55316,763-323-0678,"Dentist, General Practice",2015-04-22,45.175254697037,-93.393095642427
nppes,1538112180,CHANHASSEN DENTAL,,"480 W 78TH ST, SUITE #116",CHANHASSEN,MN,55317,952-934-3383,"Dentist, General Practice",2020-08-22,44.862207648678,-93.53378670633
nppes,1053831941,CHANHASSEN FAMILY DENTISTRY PA,,8116 MALLORY CT,CHANHASSEN,MN,55317,953-443-3368,"Dentist, General Practice",2022-07-21,44.856281974069,-93.554085206999
nppes,1760852487,"CHANHASSEN SMILES DENTISTRY, PC",CHANHASSEN SMILES DENTISTRY,"190 LAKE DRIVE E, SUITE 130",CHANHASSEN,MN,55319,952-303-1737,"Dentist, General Practice",2015-10-07,44.860606091243,-93.526346426612
nppes,1992807333,CHARLES L HIRT DDS PA,,"17705 HUTCHINS DRIVE, SUITE 201",MINNETONKA,MN,55345,952-474-5239,Dentist,2020-08-22,44.910902683919,-93.503490682136
nppes,1912319286,CHASKA COMMONS DENTAL GROUP PC,CHASKA COMMONS DENTAL GROUP,114 PIONEER TRAIL,CHASKA,MN,55318,952-361-6855,"Dentist, General Practice",2022-05-11,44.826938173069,-93.523950072759
nppes,1891867941,"CHASKA DENTAL CENTER, P.A.",,"2634 SHADOW LN, SUITE 101",CHASKA,MN,55318,952-448-4151,"Dentist, General Practice",2020-08-22,44.824421583128,-93.571325327864
nppes,1821243858,CHASKA ORTHODONTIC SPECIALISTS,,1475 WHITE OAK DR,CHASKA,MN,55318,952-361-5550,"Dentist, Orthodontics and Dentofacial Orthopedics",2008-11-18,44.804257232465,-93.604228255925
nppes,1467509851,CHERRYWOOD DENTAL CARE PA,,14127 VERNON AVE S,SAVAGE,MN,55378,952-440-9303,Dentist,2012-01-26,44.748229915622,-93.351367497135
nppes,1609432798,CHRISTINA MCCULLOUGH DDS PLLC,,2455 SHADYWOOD ROAD,ORONO,MN,55331,952-471-9205,"Dentist, General Practice",2019-05-14,44.933435540853,-93.606734824552
nppes,1225150881,"CITIES DENTISTRY, PA",,235 1ST AVE E,SHAKOPEE,MN,55379,952-445-6220,"Dentist, General Practice",2020-08-22,44.799394199662,-93.524609713847
nppes,1891650685,"COMPASS ORTHODONTICS, P.L.L.C.",,340 CLYDESDALE TRAIL,MEDINA,MN,55340,952-222-7692,"Dentist, Orthodontics and Dentofacial Orthopedics",2025-12-23,45.044694279048,-93.530586794228
nppes,1285825729,"CRAIG V. DUREN, D.D.S. , P.A.",,351 W NICOLLET BLVD,BURNSVILLE,MN,55337,952-435-4142,"Dentist, General Practice",2007-08-08,44.74955534627,-93.279045540437
nppes,1043955412,CREEKSIDE DENTAL PLLC,,3340 REPUBLIC AVE STE 130,ST LOUIS PARK,MN,55426,763-442-7624,Dentist,2022-05-01,44.939528017203,-93.368162109115
nppes,1346462355,CROSSINGS DENTAL CARE,,8170 OLD CARRIAGE CT STE 150,SHAKOPEE,MN,55379,952-224-8090,"Dentist, General Practice",2020-08-22,44.780802803545,-93.414820256938
nppes,1407947278,"D. BRADLEY DODDS, D.D.S., P.A.",,"7770 DELL RD, SUITE 160",CHANHASSEN,MN,55317,952-944-3411,Dentist,2008-08-26,44.862692424336,-93.511572485034
nppes,1245844588,DENNIS L KAIVO DDS PA,PRESERVE PARKWAY DENTAL,9613 ANDERSON LAKES PKWY,EDEN PRAIRIE,MN,55344,952-947-0470,"Dentist, General Practice",2020-09-03,44.836828088744,-93.400434791808
nppes,1760272611,DENTAL DELIVERY SYSTEMS OF MAPLE GROVE LLC,DENTAL ASSOCIATES OF MAPLE GROVE,9400 UPLAND LANE N,MAPLE GROVE,MN,55369,763-363-0063,"Dentist, General Practice",2025-05-12,45.127568234847,-93.479847157441
nppes,1003988122,"DENTAL DELIVERY SYSTEMS, PA",DENTAL ASSOCIATES OF SAVAGE,13899 HWY 13 SOUTH,SAVAGE,MN,55378,952-440-2292,"Dentist, General Practice",2013-09-11,44.751419341679,-93.379067368427
nppes,1003174764,DENTALIGN P.A.,,7860 MAIN ST,MAPLE GROVE,MN,55369,763-420-1030,"Dentist, Orthodontics and Dentofacial Orthopedics",2012-05-01,45.097948734394,-93.441570452291
nppes,1760802722,"DENTALIGN, P.A",TC ORTHODONTICS,470 W 78TH ST,CHANHASSEN,MN,55317,763-420-1030,"Dentist, Orthodontics and Dentofacial Orthopedics",2014-04-17,44.862204395559,-93.533577916192
nppes,1598300675,"DENTALIGN, PA",TC ORTHODONTICS,11942 BUSINESS PARK BLVD,CHAMPLIN,MN,55316,763-421-9131,"Dentist, Orthodontics and Dentofacial Orthopedics",2019-11-12,45.169366609415,-93.390985609627
nppes,1467799924,"DENTALIGN, PA",TC ORTHODONTICS,2999 COUNTY ROAD 42 W SUITE 138,BURNSVILLE,MN,55306,952-892-3282,"Dentist, Orthodontics and Dentofacial Orthopedics",2020-10-13,44.746230055722,-93.315601864464
nppes,1235564725,DENTISTRY BY DESIGN,,"17809 HUTCHINS DR, 108",MINNETONKA,MN,55345,952-474-5041,"Dentist, General Practice",2013-09-04,44.911093862848,-93.505572763138
nppes,1952049074,DENTISTRY OF THE PONDS P.L.L.C.,DENTISTRY ON THE PONDS P.L.L.C.,436 POND PROMENADE,CHANHASSEN,MN,55317,952-906-0200,"Dentist, General Practice",2022-05-27,44.857602824376,-93.532166620214
nppes,1255870531,"DENTISTS OF EDEN PRAIRIE, PC",DENTISTS OF EDEN PRAIRIE,"13000 TECHNOLOGY DR, SUITE 110",EDEN PRAIRIE,MN,55344,952-562-1463,"Dentist, General Practice",2017-03-01,44.86170003124,-93.441025501189
nppes,1194267344,"DENTISTS OF SAVAGE, PC",DENTISTS OF SAVAGE,14012 HWY 13,SAVAGE,MN,55378,952-242-1997,"Dentist, General Practice",2016-11-04,44.749638230848,-93.379977743819
nppes,1497018808,DIAMOND DENTAL PLLC,,"11050 CEDAR HILLS BLVD, 101E",MINNETONKA,MN,55305,612-554-7278,Dentist,2012-06-20,44.953520491243,-93.41914297712
nppes,1053585653,DOUGLAS J MCNAUGHT D D S P A,LONG LAKE DENTAL,1870 W WAYZATA BLVD,LONG LAKE,MN,55356,952-473-7151,Dentist,2008-07-01,44.986145394723,-93.571015418959
nppes,1659447670,DOUGLAS T JONAK DDS PA,,800 MAIN ST NE,BLAINE,MN,55434,763-757-2768,"Dentist, Orthodontics and Dentofacial Orthopedics",2020-08-22,45.197036813631,-93.249268086121
nppes,1902087554,DOUGLAS W. VAYDA DDS,,1335 10TH AVE E,SHAKOPEE,MN,55379,952-445-7700,"Dentist, Orthodontics and Dentofacial Orthopedics",2010-05-20,44.788381206202,-93.508284939079
nppes,1679182687,DOWNTOWN DENTAL CENTER PLLC,HOLGER DENTAL GROUP,120 1ST AVE N STE 200,MINNEAPOLIS,MN,55401,612-333-8988,"Dentist, General Practice",2026-02-16,44.984456188428,-93.268280582068
nppes,1619959426,DR JAMES R SCHWARTZ DDS PA,,"17809 HUTCHINS DR, SUITE 108",MINNETONKA,MN,55345,952-474-5041,Dentist,2020-08-22,44.911093862848,-93.505572763138
nppes,1225285208,DR. HOWARD E. OLSON PA,,15870 FRANKLIN TRL SE,PRIOR LAKE,MN,55372,952-447-4463,"Dentist, General Practice",2008-08-21,44.718967471309,-93.414715310831
nppes,1184796740,"DRS. JOHNSON AND YSETH, P.A.",,"229 JACKSON ST, SUITE 117",ANOKA,MN,55303,763-421-3330,"Dentist, General Practice",2020-08-22,45.198699738709,-93.388741253823
nppes,1477626646,DWIGHT G BULLER DDS PA,PARKWAY PLACE DENTAL,"101 W BURNSVILLE PARKWAY, SUITE 222",BURNSVILLE,MN,55337,952-895-6933,"Dentist, General Practice",2020-08-22,44.771809589519,-93.27983601509
nppes,1326156910,ECKART DENTAL CENTER LLC,,300 1ST AVE E,SHAKOPEE,MN,55379,952-445-1352,Dentist,2020-08-22,44.799152985968,-93.52283069472
nppes,1356525331,ECKART DENTAL CENTER P.A.,,300 1ST AVE E,SHAKOPEE,MN,55379,952-445-1352,"Dentist, General Practice",2007-12-26,44.799152985968,-93.52283069472
nppes,1972995587,"ECKART DENTAL CENTER, LLC",,300 1ST AVENUE E,SHAKOPEE,MN,55379,952-445-1352,Dentist,2015-02-19,44.799152985968,-93.52283069472
nppes,1457969636,EDEN PRAIRIE ORTHODONTIC ASSOC,,8200 COMMONWEALTH DR # 100,EDEN PRAIRIE,MN,55344,952-829-0686,"Dentist, Orthodontics and Dentofacial Orthopedics",2020-07-14,44.855207277092,-93.432222838138
nppes,1003009374,ENDODONTIC PROFESSIONALS PA ARBOR LAKES ENDODONTICS,,"12000 ELM CREEK BLVD, SUITE 240",MAPLE GROVE,MN,55369,763-416-3619,"Dentist, Endodontics",2007-08-21,45.09445104707,-93.43443540467
nppes,1518407014,EV DENTAL P.A,,12401 NICOLLET AVE,BURNSVILLE,MN,55337,952-890-4255,Dentist,2017-03-02,44.775111650876,-93.277644360715
nppes,1720413263,EXCEL DENTISTRY PLLC,,"1421 WAYZATA BLVD, SUITE 320",WAYZATA,MN,55391,952-475-2907,Dentist,2013-09-03,44.972395362989,-93.494839335222
nppes,1245315829,EXCELSIOR FAMILY DENTAL,,"348 2ND ST, SUITE 200",EXCELSIOR,MN,55331,952-474-6515,"Dentist, General Practice",2020-08-22,44.903774197447,-93.566907230826
nppes,1982371456,"FACIAL DESIGNS, P.A.",,11601 MINNETONKA MILLS RD,MINNETONKA,MN,55305,952-935-8420,Oral & Maxillofacial Surgery,2024-09-12,44.93487920633,-93.426541514227
nppes,1790967248,FAMILY & COSMETIC GENTLE DENTISTRY,,4787 SHORELINE DR,SPRING PARK,MN,55384,952-471-0900,"Dentist, General Practice",2008-06-20,44.936774722611,-93.644362990987
nppes,1164803177,FAMILY AND COSMETIC GENTLE DENTISTRY,,"1421 WAYZATA BLVD, SUITE 320",WAYZATA,MN,55391,952-224-9774,"Dentist, General Practice",2015-06-16,44.972395362989,-93.494839335222
nppes,1487302113,FAMILY ENDODONTIC SPECIALISTS PLC,METRO DENTALCARE SPECIALTY CENTER MAPLE GROVE ENDODONTICS,15785 95TH AVE N,MAPLE GROVE,MN,55369,763-233-4140,"Dentist, General Practice",2023-01-06,45.126640686702,-93.480408429768
nppes,1598413239,FAMILY ENDODONTIC SPECIALISTS PLC,METRO DENTALCARE SPECIALTY CENTER MAPLE GROVE - ENDODONTICS,15785 95TH AVE N,MAPLE GROVE,MN,55369,763-233-4140,"Dentist, General Practice",2022-03-11,45.126640686702,-93.480408429768
nppes,1871241505,FAMILY ENDODONTIC SPECIALISTS PLC,METRO DENTALCARE SPECIALTY CENTER BURNSVILLE - ENDODONTICS,14344 BURNHAVEN DR,BURNSVILLE,MN,55306,612-638-1238,"Dentist, General Practice",2022-03-11,44.742359473263,-93.292880711487
nppes,1497404818,"FAMILY ORAL SURGERY SPECIALISTS, PLC",METRO DENTALCARE SPECIALTY CENTER MAPLE GROVE - ORAL SURGERY,15785 95TH AVE N,MAPLE GROVE,MN,55369,763-233-4141,"Dentist, Oral and Maxillofacial Pathology",2022-03-22,45.126640686702,-93.480408429768
nppes,1730822479,FAMILY ORTHODONTIC SPECIALISTS PLC,WOODLAKE ORTHODONTICS ANOKA,3507 ROUND LAKE BLVD NW STE 900,ANOKA,MN,55303,763-323-7677,"Dentist, Orthodontics and Dentofacial Orthopedics",2023-03-28,,
nppes,1780327411,FAMILY ORTHODONTIC SPECIALISTS PLC,WOODLAKE ORTHODONTICS BURNSVILLE,14344 BURNHAVEN DR,BURNSVILLE,MN,55306,952-435-5715,"Dentist, General Practice",2022-04-20,44.742359473263,-93.292880711487
nppes,1164165890,FAMILY ORTHODONTIC SPECIALISTS PLC,WOODLAKE ORTHODONTICS SHAKOPEE,1759 17TH AVE E,SHAKOPEE,MN,55379,952-746-8996,"Dentist, General Practice",2022-04-20,44.773771138299,-93.502447117855
nppes,1083357727,"FAMILY ORTHODONTIC SPECIALISTS, PLC",WOODLAKE ORTHODONTICS MAPLE GROVE,13784 83RD WAY N,MAPLE GROVE,MN,55369,763-494-6612,"Dentist, General Practice",2022-04-20,45.105803390841,-93.454942544594
nppes,1487303889,"FAMILY PERIODONTIC SPECIALISTS, PLC",METRO DENTALCARE SPECIALTY CENTER MAPLE GROVE - PERIODONTICS,15785 95TH AVE N,MAPLE GROVE,MN,55369,763-233-4141,"Dentist, Periodontics",2022-03-22,45.126640686702,-93.480408429768
nppes,1326797713,"FAMILY PERIODONTIC SPECIALISTS, PLC",METRO DENTALCARE SPECIALTY CENTER BURNSVILLE - PERIODONTICS,14344 BURNHAVEN DR,BURNSVILLE,MN,55306,612-638-1238,"Dentist, Periodontics",2022-03-22,44.742359473263,-93.292880711487
nppes,1710749296,FAMILY SMILES-BURNSVILLE PLLC,,50 MCANDREWS RD E,BURNSVILLE,MN,55337,952-892-5050,"Dentist, General Practice",2026-08-10,44.753576381948,-93.277437087318
nppes,1841229598,"FIFTH AVENUE DENTAL, P.A.",,1829 5TH AVE,ANOKA,MN,55303,763-421-5320,"Dentist, General Practice",2020-08-22,45.196125679814,-93.383672491318
nppes,1366507121,FLIGGE AND LARSON PA,WAYZATA FAMILY DENTISTRY,"101 LAKE ST W, SUITE 220",WAYZATA,MN,55391,952-475-2464,Dentist,2020-08-22,44.970539480591,-93.522747720085
nppes,1073727293,FLORENA LLC,DR. ANGELA WANDERA AND ASSOCIATES,8785 COLUMBINE RD,EDEN PRAIRIE,MN,55344,952-941-7393,"Dentist, Pediatric Dentistry",2017-02-15,44.844445205572,-93.441929026098
nppes,1205204146,FORESTVIEW DENTAL,,7270 FORESTVIEW LN N,MAPLE GROVE,MN,55369,763-424-9202,Dentist,2015-09-09,45.087079392844,-93.428799157631
nppes,1770190951,FOREVER SMILES PARTNERS PLLC,BLUFF CREEK DENTAL,600 MARKET ST STE 130,CHANHASSEN,MN,55317,952-937-5200,"Dentist, General Practice",2023-10-18,,
nppes,1275318628,FOUNDATIONS PSA LLC,,126 PIONEER TRL,CHASKA,MN,55318,952-472-7738,"Dentist, General Practice",2026-05-11,44.826825788725,-93.524277519528
nppes,1275318628-pl1,FOUNDATIONS PSA LLC,,5205 SHORELINE DR,MOUND,MN,55364,952-955-4300,"Dentist, General Practice",2026-05-11,44.936601650434,-93.655392511323
nppes,1750556627,FU WONG DDS PA,LAKELAND FAMILY DENTAL,"7200 HEMLOCK LANE N FU WONG DDS PA, SUITE 105",MAPLE GROVE,MN,55369,763-424-4415,Dentist,2008-04-23,45.08611694397,-93.431162952027
nppes,1841353992,"GALLAGHER COSMETIC &FAMILY DENTISTRY, PA",,"11800 SINGLETREE LN, SUITE 208",EDEN PRAIRIE,MN,55344,952-942-9600,"Dentist, General Practice",2020-08-22,44.856824185386,-93.427023997528
nppes,1538225677,"GARY L. CARLSON, D.D.S., P.A.",,"17809 HUTCHINS DR, STE 101",MINNETONKA,MN,55345,952-474-3203,"Dentist, Orthodontics and Dentofacial Orthopedics",2020-08-22,44.911093862848,-93.505572763138
nppes,1083011928,"GENTLE DENTISTRY OF MINNESOTA, LTD",,8074 OLD CARRIAGE CT,SHAKOPEE,MN,55379,952-746-0808,"Dentist, General Practice",2018-02-21,44.777038996331,-93.415469361447
nppes,1003062084,"GLEN LAKE DENTAL ASSOCIATES, P.A.",,14418 EXCELSIOR BLVD,MINNETONKA,MN,55345,952-935-5212,"Dentist, General Practice",2008-08-11,44.90589824401,-93.463055465684
nppes,1740215656,GLEN LAKE FAMILY DENTISTRY P.L.L.C.,NONE,5509 EDEN PRAIRIE RD,MINNETONKA,MN,55345,952-938-6038,"Dentist, General Practice",2009-10-21,44.903588306166,-93.465120520171
nppes,1245498690,GLOBAL DENTAL,,"11995 COUNTY ROAD 11, 110",BURNSVILLE,MN,55337,201-377-8609,Dentist,2008-06-01,44.786101462024,-93.24802008082
nppes,1891833059,GREAT PLAINS DENTAL,MARK W DAVIES,500 W 79TH ST,CHANHASSEN,MN,55317,952-934-7987,Dentist,2020-08-22,44.859800006119,-93.532834302283
nppes,1720479462,"GROUP HEALTH PLAN, INC",,"2150 3RD AVE, SUITE 200",ANOKA,MN,55303,763-585-7610,"Dentist, General Practice",2015-02-17,45.199674362766,-93.387120186731
nppes,1336430149,"GROUP HEALTH PLAN, INC",THREE RIVERS ORTHODONTICS,"2150 THIRD AVENUE, SUITE 200",ANOKA,MN,55303,763-421-9292,"Dentist, Orthodontics and Dentofacial Orthopedics",2014-12-29,45.199674362766,-93.387120186731
nppes,1164959938,"GROUP HEALTH, INC.",,8455 FLYING CLOUD DR,EDEN PRAIRIE,MN,55344,952-883-9040,Dentist,2026-08-14,44.850225963965,-93.434356676454
nppes,1326481284,GROVE DENTIST PA,,13649 GROVE DR,MAPLE GROVE,MN,55311,763-420-8038,"Dentist, General Practice",2013-04-10,45.104127082739,-93.454570832155
nppes,1780764993,HATCHER AND BOMSTAD DDS LLC,,911 FIRST ST NORTH,HOPKINS,MN,55343,952-938-7746,"Dentist, General Practice",2020-08-22,44.926180577519,-93.41152247168
nppes,1285726158,HEART OF THE CITY DENTAL,,"550 W. BURNSVILLE PKWY, SUITE 200",BURNSVILLE,MN,55337,952-890-2791,Dentist,2010-08-26,44.769857810415,-93.286227647868
nppes,1811524234,"HOPKINS CROSSROADS DENTISTRY, PC",HOPKINS CROSSROADS DENTISTRY,11300 WAYZATA BLVD # G,MINNETONKA,MN,55305,952-314-1125,"Dentist, General Practice",2020-03-25,44.972288022508,-93.42204927009
nppes,1316097116,HULTGREN & HOXIE ORTHODONTICS,,"7825 TERREY PINE CT, SUITE 101",EDEN PRAIRIE,MN,55347,952-937-0111,"Dentist, Orthodontics and Dentofacial Orthopedics",2020-08-22,44.86124106709,-93.486799212216
nppes,1891986378,IAN PARK DDS PA,,"17705 HUTCHINS DR, SUITE 209",MINNETONKA,MN,55345,952-474-8114,"Dentist, General Practice",2007-08-08,44.910902683919,-93.503490682136
nppes,1033052600,IGNITE DENTAL PLLC,,7710 BROOKLYN BLVD FL 1,MINNEAPOLIS,MN,55443,651-292-9331,"Dentist, General Practice",2026-04-10,45.094551391941,-93.358291542958
nppes,1417142175,IMAGINE ORTHODONTICS,,14020 NORTHDALE BLVD,ROGERS,MN,55374,763-428-1912,"Dentist, Orthodontics and Dentofacial Orthopedics",2009-09-30,45.208696564277,-93.555705556564
nppes,1508201997,INTEGRA DENTAL PA,,"13783 IBIS ST NW, SUITE 400",ANDOVER,MN,55304,612-384-0527,Dentist,2013-04-30,45.220550397347,-93.309907122676
nppes,1619791019,"JAMES R JENSEN, DDS",JAMES R JENSEN DDS,300 1ST AVE E,SHAKOPEE,MN,55379,952-426-0367,"Dentist, Periodontics",2024-11-12,44.799152985968,-93.52283069472
nppes,1477170108,JESSE N VEIL DDS MS PA,VEIL & WILD ORTHODONTICS,250 FULLER ST S STE 100,SHAKOPEE,MN,55379,952-903-9484,"Dentist, Orthodontics and Dentofacial Orthopedics",2020-06-29,44.796816363859,-93.527876255719
nppes,1477170108-pl1,JESSE N VEIL DDS MS PA,VEIL & WILD ORTHODONTICS,11800 SINGLETREE LN STE 200,EDEN PRAIRIE,MN,55344,952-903-9484,"Dentist, Orthodontics and Dentofacial Orthopedics",2020-06-29,44.856824185386,-93.427023997528
nppes,1477170108-pl2,JESSE N VEIL DDS MS PA,VEIL & WILD ORTHODONTICS,600 W 98TH ST STE 300,BLOOMINGTON,MN,55420,952-903-9484,"Dentist, Orthodontics and Dentofacial Orthopedics",2020-06-29,,
nppes,1477170108-pl3,JESSE N VEIL DDS MS PA,VEIL & WILD ORTHODONTICS,7533 EGAN DR,SAVAGE,MN,55378,952-903-9484,"Dentist, Orthodontics and Dentofacial Orthopedics",2020-06-29,44.746275310591,-93.376819863097
nppes,1477170108-pl4,JESSE N VEIL DDS MS PA,VEIL & WILD ORTHODONTICS,40 S 7TH ST STE 220,MINNEAPOLIS,MN,55402,952-903-9484,"Dentist, Orthodontics and Dentofacial Orthopedics",2020-06-29,44.977392362963,-93.273302090268
nppes,1568189520,JOHN F. ENGLUND DDS PA,,100 CENTRAL AVE,OSSEO,MN,55369,763-425-8200,"Dentist, General Practice",2022-10-20,45.117144699299,-93.402111959057
nppes,1134250236,JOHN J KELLER DDS PA,,552 E MAIN ST,ANOKA,MN,55303,763-421-4550,"Dentist, General Practice",2008-11-11,45.197763482771,-93.381952887076
nppes,1508086455,"JORDAN DENTAL CARE, P.A.",,224 BROADWAY ST S,JORDAN,MN,55352,952-492-2021,"Dentist, General Practice",2020-08-22,44.666007636244,-93.626148801975
nppes,1255024295,JORDAN FAMILY DENTAL PLLC,,301 EL DORADO DRIVE,JORDAN,MN,55352,952-492-2021,"Dentist, General Practice",2026-04-10,44.667366704822,-93.638306571796
nppes,1811501687,KARI L SEAVERSON DDS LLC DBA TOOTH BY THE LAKE,,1401 MAINSTREET,HOPKINS,MN,55343,952-475-1101,"Dentist, General Practice",2020-08-31,44.92440802637,-93.417867309542
nppes,1518125160,"KELLY BOSWORTH, DDS, INC",,"6140 LAKE LINDEN DR, SUITE 230",EXCELSIOR,MN,55331,952-474-4123,"Dentist, General Practice",2008-05-30,44.892822360367,-93.58316032183
nppes,1265535868,KOTTEMANN ORTHODONTICS PA,,"13998 MAPLE KNOLL WAY, SUITE 102",MAPLE GROVE,MN,55369,763-420-6834,"Dentist, Orthodontics and Dentofacial Orthopedics",2020-08-22,45.106874257125,-93.45659598588
nppes,1275292641,KUHR DENTAL GROUP,,205 LEWIS ST S STE 101,SHAKOPEE,MN,55379,952-445-3349,Dentist,2021-12-14,44.797591652141,-93.524916891939
nppes,1619025798,KUIPERS ORTHODONTICS,,"14000 NICOLLET AVE, SUITE 300",BURNSVILLE,MN,55337,952-892-3282,"Dentist, Orthodontics and Dentofacial Orthopedics",2020-08-22,44.749521836118,-93.277881856538
nppes,1083764146,KURT A BENDER DDS PA,,500 A JEFFERSON HWY,CHAMPLIN,MN,55316,763-427-7700,Dentist,2020-08-22,45.185142990765,-93.392100903281
nppes,1922185016,LAKE MINNETONKA DENTAL,BRYAN N LASKIN DDS PA,"109 BUSHAWAY RD, SUITE 300",WAYZATA,MN,55391,952-475-0225,Dentist,2011-05-11,44.970172159629,-93.494540615978
nppes,1215590575,LAKE MINNETONKA DENTAL CENTER PLLC,,109 BUSHAWAY RD STE 300,WAYZATA,MN,55391,952-475-0225,Dentist,2026-07-21,44.970172159629,-93.494540615978
nppes,1700940343,LAKE MINNETONKA ORTHDONTICS,,11601 MINNETONKA MILLS RD,MINNETONKA,MN,55305,952-938-1443,"Dentist, Orthodontics and Dentofacial Orthopedics",2020-08-22,44.93487920633,-93.426541514227
nppes,1598179939,LAKE SARAH DENTAL PLLC,LAKE SARAH DENTAL,"7500 STATE HIGHWAY 55, SUITE 200",GREENFIELD,MN,55373,763-575-8038,"Dentist, General Practice",2014-06-13,45.079828831078,-93.708836612369
nppes,1932367430,LAWRENCE KOTOK LESLIE WILCOX LLC,DUNKIRK DENTAL,16342 COUNTY ROAD 30,MAPLE GROVE,MN,55311,763-420-9876,"Dentist, General Practice",2008-05-30,45.1250211753,-93.485273567739
nppes,1215097134,LEE PROHOFSKY DDS PA,TURTLE COVE DENTAL,14000 NORTHDALE BLVD STE J,ROGERS,MN,55374,763-428-2300,"Dentist, General Practice",2020-08-22,45.208283262867,-93.555698088999
nppes,1952582702,"LILAH SUZAN EKIM DDS, MS. PLLC",EKIM ORTHODONTICS,16190 ERIE AVE SE,PRIOR LAKE,MN,55372,952-447-6077,"Dentist, Orthodontics and Dentofacial Orthopedics",2008-07-29,44.714231058014,-93.425325471619
nppes,1528997830,LINDSAY BEVIS PLLC,,425 2ND ST,EXCELSIOR,MN,55331,952-474-6133,Dentist,2026-05-14,44.903256517307,-93.565530059829
nppes,1356077499,LTC DENTAL PC,,2910 MINNEHAHA CURV,WAYZATA,MN,55391,407-375-3003,"Dentist, General Practice",2022-07-30,44.949394956483,-93.460723485775
nppes,1528182342,MAINSTREET DENTAL,,29 - 9TH AVENUE NORTH,HOPKINS,MN,55343,952-938-7341,Dentist,2020-08-22,44.925540008477,-93.411286831122
nppes,1922181197,"MAPLE GROVE FAMILY DENTAL CLINIC, PA",,"12000 ELM CREEK BLVD N, SUITE #220",MAPLE GROVE,MN,55369,763-420-4421,"Dentist, General Practice",2020-08-22,45.09445104707,-93.43443540467
nppes,1891295861,MAPLE GROVE PERIODONTICS AND IMPLANT DENTISTRY,,12000 ELM CREEK BLVD N,MAPLE GROVE,MN,55369,763-420-0200,"Dentist, Periodontics",2018-02-16,45.09445104707,-93.43443540467
nppes,1396129433,"MAPLE GROVE SMILES DENTISTRY, PC",MAPLE GROVE SMILES DENTISTRY,12775 ELM CREEK BLVD N,MAPLE GROVE,MN,55369,763-218-7005,"Dentist, General Practice",2015-07-18,45.094771622957,-93.443191672948
nppes,1376716043,"MAPLE PLAIN DENTAL, PLLC",ORONO DENTAL CARE,2765 KELLEY PKWY STE 140,ORONO,MN,55356,952-449-9494,"Dentist, General Practice",2008-04-02,44.990412697507,-93.593305581524
