osm_key,nppes_key,osm_source,osm_record_id,osm_name,osm_other_names,osm_address,osm_postal_code,osm_phone,nppes_source,nppes_record_id,nppes_name,nppes_other_names,nppes_address,nppes_postal_code,nppes_phone,distance_m
osm:node/12569712465,nppes:1083676944,osm,node/12569712465,J&D Dental,,"109 South 7th Street, 133",55402,+1-612-332-0592,nppes,1083676944,DANIEL O ODEGAARD DDS PA,,"825 NICOLLET MALL, STE 1001",55402,612-332-2618,215
osm:node/12569712465,nppes:1104272939,osm,node/12569712465,J&D Dental,,"109 South 7th Street, 133",55402,+1-612-332-0592,nppes,1104272939,DONALD CLAUSEN DDS MS PA,,"825 NICOLLET MALL, STE 825",55402,612-338-5420,215
osm:node/12569712465,nppes:1124677133,osm,node/12569712465,J&D Dental,,"109 South 7th Street, 133",55402,+1-612-332-0592,nppes,1124677133,"SENIORWELL OF MINNESOTA, LLC","SENIORWELL OF MINNESOTA, LLC",100 S 5TH ST STE 1900,55402,844-882-3127,273
osm:node/12569712465,nppes:1164040457,osm,node/12569712465,J&D Dental,,"109 South 7th Street, 133",55402,+1-612-332-0592,nppes,1164040457,COLBY ORTHODONTICS LLC,,9TH ST. AND NICOLLET AVE. SUITE 531,55402,612-332-4344,291
osm:node/12569712465,nppes:1346649712,osm,node/12569712465,J&D Dental,,"109 South 7th Street, 133",55402,+1-612-332-0592,nppes,1346649712,IVORY DENTAL,,825 NICOLLET MALL STE 505,55402,612-338-8636,215
osm:node/12569712465,nppes:1447372859,osm,node/12569712465,J&D Dental,,"109 South 7th Street, 133",55402,+1-612-332-0592,nppes,1447372859,SCOTT R. KOIDAHL DDS PA,DOWNTOWN DENTAL ASSOCIATES,"825 NICOLLET MALL, SUITE 731",55402,612-339-5808,215
osm:node/12569712465,nppes:1477170108-pl4,osm,node/12569712465,J&D Dental,,"109 South 7th Street, 133",55402,+1-612-332-0592,nppes,1477170108-pl4,JESSE N VEIL DDS MS PA,VEIL & WILD ORTHODONTICS,40 S 7TH ST STE 220,55402,952-903-9484,265
osm:node/12569712465,nppes:1538830005,osm,node/12569712465,J&D Dental,,"109 South 7th Street, 133",55402,+1-612-332-0592,nppes,1538830005,DOWNTOWN DENTAL PROFESSIONALS LLC,,121 S 8TH ST STE 199,55402,612-339-5808,119
osm:node/12569712465,nppes:1649867334,osm,node/12569712465,J&D Dental,,"109 South 7th Street, 133",55402,+1-612-332-0592,nppes,1649867334,MSP ORTHODONTICS PLLC,,825 NICOLLET MALL STE 531,55402,612-332-4344,215
osm:node/12569712465,nppes:1659039444,osm,node/12569712465,J&D Dental,,"109 South 7th Street, 133",55402,+1-612-332-0592,nppes,1659039444,MINNEAPOLIS DENTAL PROFESSIONALS LLC,,825 NICOLLET MALL STE 939,55402,612-338-1255,215
osm:node/12569712465,nppes:1669199741,osm,node/12569712465,J&D Dental,,"109 South 7th Street, 133",55402,+1-612-332-0592,nppes,1669199741,METROPOLITAN PERIODONTISTS,,"825 NICOLLET MALL, STE. 210",55402,612-332-0869,215
osm:node/12569712465,nppes:1689741787,osm,node/12569712465,J&D Dental,,"109 South 7th Street, 133",55402,+1-612-332-0592,nppes,1689741787,SCOTT C. OSBORN D.D.S. AND ASSOCIATES PA,NICOLLET STATION DENTAL,"510 MARQUETTE AVE, SUITE 100",55402,612-338-5557,251
osm:node/12569712465,nppes:1821746249,osm,node/12569712465,J&D Dental,,"109 South 7th Street, 133",55402,+1-612-332-0592,nppes,1821746249,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE DOWNTOWN MINNEAPOLIS,825 NICOLLET MALL STE 1025,55402,612-333-2879,215
osm:node/12569712465,nppes:1841656410,osm,node/12569712465,J&D Dental,,"109 South 7th Street, 133",55402,+1-612-332-0592,nppes,1841656410,CITYSCAPE DENTAL PA,,"825 NICOLLET MALL, SUITE# 1921",55402,612-332-5916,215
osm:node/12569712465,nppes:1861138133,osm,node/12569712465,J&D Dental,,"109 South 7th Street, 133",55402,+1-612-332-0592,nppes,1861138133,DOWNTOWN PERIODONTICS AND IMPLANT DENTISTRY,,"825 NICOLLET MALL, SUITE 725",55402,612-339-5593,215
osm:node/12569712465,nppes:1902978893,osm,node/12569712465,J&D Dental,,"109 South 7th Street, 133",55402,+1-612-332-0592,nppes,1902978893,J&D DENTAL DDS PA,,"109 S 7TH ST, SUITE 133",55402,612-332-0592,23
osm:node/12569712465,nppes:1982775235,osm,node/12569712465,J&D Dental,,"109 South 7th Street, 133",55402,+1-612-332-0592,nppes,1982775235,"METROPOLITAN PERIODONTISTS, P.A.",,"825 NICOLLET MALL, SUITE 210",55402,612-332-0869,215
osm:node/12704116116,nppes:1972748721,osm,node/12704116116,Centennial Lakes Dental Group,,"4800 Olson Memorial Highway, 110",55422,+1 763 544 0121,nppes,1972748721,CENTENNIAL LAKES DENTAL GROUP,,5851 DULUTH ST STE 218,55422,763-544-0121,1950
osm:node/12729435294,nppes:1952569220,osm,node/12729435294,Access Point Dental,,,,,nppes,1952569220,WILLIAM S JOHNSTON DDS PA,,1545 LIVINGTON AVE SUITE 101,55118,651-455-0505,216
osm:node/12730027395,nppes:1902465867,osm,node/12730027395,Apelgren Dental,,,,,nppes,1902465867,APELGREN DENTAL,,3938 CEDAR GROVE PKWY,55122,651-452-9660,123
osm:node/12793964545,nppes:1295859676,osm,node/12793964545,Mill City Dental,,"1026 Washington Avenue South, 100",55415,+1-612-877-8888,nppes,1295859676,ST CROIX VALLEY DENTAL PLLC,CITY WALK DENTAL,"10035 CITY WALK DR, STE A LAKE ELMO DENTAL",55042,651-714-5555,
osm:node/12818327001,nppes:1285350736,osm,node/12818327001,Shamblott Family Dentistry,,"400 Selby Avenue, Suite A",55102,,nppes,1285350736,SHAMBLOTT FAMILY DENTAL CENTER PLLC,DENTAL CARE ALLIANCE,400 SELBY AVE,55102,651-222-6880,168
osm:node/12896072225,nppes:1023681152,osm,node/12896072225,Village Orthodontics,,850 County Road D  West,,+1-612-788-9666,nppes,1023681152,"ORTHODONTIC PARTNERS OF MINNESOTA, PLLC",DUNN ORTHODONTICS,650 COMMERCE DR STE 170,55125,651-738-3866,
osm:node/12897274799,nppes:1518572916,osm,node/12897274799,Dentists of Highland Park,,,,,nppes,1518572916,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS,2008 FORD PKWY,55116,651-351-7777,300
osm:node/12897274799,nppes:1659881944,osm,node/12897274799,Dentists of Highland Park,,,,,nppes,1659881944,"DENTISTS OF HIGHLAND PARK, PC",,2096 FORD PKWY,55116,651-237-9913,41
osm:node/13063936043,nppes:1831665603,osm,node/13063936043,Lifesmiles Family Dentistry,,"8100 Penn Avenue South, 172",55431,,nppes,1831665603,WHITE SMILES FAMILY DENTISTRY PLLC,,1611 COUNTY HWY 10,55432,763-717-3989,
osm:node/13089392420,nppes:1295907202,osm,node/13089392420,Summit Dental Care,,10756 Butternut Street Northwest,55448,,nppes,1295907202,SUMMIT DENTAL P.A.,,10756 BUTTERNUT ST NW,55448,763-757-4170,76
osm:node/13143516544,nppes:1316913411,osm,node/13143516544,Metro Dentalcare,,,,+1-651-452-4828,nppes,1316913411,"METRO DENTALCARE, PLC",,17597 CEDAR AVE,55044,952-431-6600,
osm:node/13143516544,nppes:1497403810,osm,node/13143516544,Metro Dentalcare,,,,+1-651-452-4828,nppes,1497403810,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE BROOKLYN CENTER,512 66TH AVE N,55430,763-560-3334,
osm:node/13143516544,nppes:1619625043,osm,node/13143516544,Metro Dentalcare,,,,+1-651-452-4828,nppes,1619625043,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE EAGAN,1965 CLIFF LAKE RD STE 102,55122,651-452-4828,157
osm:node/13143516544,nppes:1689324311,osm,node/13143516544,Metro Dentalcare,,,,+1-651-452-4828,nppes,1689324311,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE MAPLE GROVE GROVE CIRCLE,9630 GROVE CIR N STE 102,55369,763-420-5484,
osm:node/13143516544,nppes:1770730954,osm,node/13143516544,Metro Dentalcare,,,,+1-651-452-4828,nppes,1770730954,NORTHLAND DENTAL PARTNERS,METRO DENTALCARE,1905 PLAZA DR,55122,651-686-6678,834
osm:node/13143516544,nppes:1841368545,osm,node/13143516544,Metro Dentalcare,,,,+1-651-452-4828,nppes,1841368545,DR GERALD W RAUCHWARTER DDS LLC,DR GERALD W RAUCHWARTER DDS,"1960 CLIFF LAKE ROAD, #127",55122,651-681-1676,71
osm:node/13143516544,nppes:1881841021,osm,node/13143516544,Metro Dentalcare,,,,+1-651-452-4828,nppes,1881841021,NORTHLAND DENTAL PARTNERS PLLC,METRO DENTALCARE,4670 PARK NICOLLET AVE SE,55372,952-447-7606,
osm:node/13143516544,nppes:1891443263,osm,node/13143516544,Metro Dentalcare,,,,+1-651-452-4828,nppes,1891443263,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE WOODBURY,429 COMMERCE DR STE 400,55125,651-731-2342,
osm:node/13156113098,nppes:1205069358,osm,node/13156113098,Mounds View Family Dental,,"2436 Mounds View Boulevard, 110",55112,,nppes,1205069358,MOUNDS VIEW FAMILY DENTAL,,5366 EDGEWOOD DR.,55112,347-481-6796,
osm:node/13185418506,nppes:1821907783,osm,node/13185418506,Imagine Smiles,,"10729 Town Square Drive Northeast, 150",55449,+1-763-269-8650,nppes,1821907783,"BLAINE LAKES DENTAL, P.L.L.C.",,10705 TOWN SQUARE DR NE STE 200,55449,763-757-1535,149
osm:node/13265552513,nppes:1043429970,osm,node/13265552513,Park Dental,,"800 LaSalle Ave S, Suite 100",55402,,nppes,1043429970,BIRCHWOOD DENTAL OF MINNEAPOLIS,,"825 NICOLLET MALL, 829 MEDICAL ARTS BLDG",55402,612-333-8677,161
osm:node/13265552513,nppes:1073063103,osm,node/13265552513,Park Dental,,"800 LaSalle Ave S, Suite 100",55402,,nppes,1073063103,"MINNESOTA DENTAL PROFESSIONALS, P.C.",DENTAL ARTS OF MINNEAPOLIS,"825 NICOLLET MALL, STE 425",55402,612-332-7675,161
osm:node/13265552513,nppes:1083676944,osm,node/13265552513,Park Dental,,"800 LaSalle Ave S, Suite 100",55402,,nppes,1083676944,DANIEL O ODEGAARD DDS PA,,"825 NICOLLET MALL, STE 1001",55402,612-332-2618,161
osm:node/13265552513,nppes:1104272939,osm,node/13265552513,Park Dental,,"800 LaSalle Ave S, Suite 100",55402,,nppes,1104272939,DONALD CLAUSEN DDS MS PA,,"825 NICOLLET MALL, STE 825",55402,612-338-5420,161
osm:node/13265552513,nppes:1164040457,osm,node/13265552513,Park Dental,,"800 LaSalle Ave S, Suite 100",55402,,nppes,1164040457,COLBY ORTHODONTICS LLC,,9TH ST. AND NICOLLET AVE. SUITE 531,55402,612-332-4344,177
osm:node/13265552513,nppes:1184782617,osm,node/13265552513,Park Dental,,"800 LaSalle Ave S, Suite 100",55402,,nppes,1184782617,"PDG, P.A.",PARK DENTAL,"800 LASALLE AVE, SUITE 100",55402,612-338-4546,39
osm:node/13265552513,nppes:1346649712,osm,node/13265552513,Park Dental,,"800 LaSalle Ave S, Suite 100",55402,,nppes,1346649712,IVORY DENTAL,,825 NICOLLET MALL STE 505,55402,612-338-8636,161
osm:node/13265552513,nppes:1447372859,osm,node/13265552513,Park Dental,,"800 LaSalle Ave S, Suite 100",55402,,nppes,1447372859,SCOTT R. KOIDAHL DDS PA,DOWNTOWN DENTAL ASSOCIATES,"825 NICOLLET MALL, SUITE 731",55402,612-339-5808,161
osm:node/13265552513,nppes:1477170108-pl4,osm,node/13265552513,Park Dental,,"800 LaSalle Ave S, Suite 100",55402,,nppes,1477170108-pl4,JESSE N VEIL DDS MS PA,VEIL & WILD ORTHODONTICS,40 S 7TH ST STE 220,55402,952-903-9484,184
osm:node/13265552513,nppes:1508476482,osm,node/13265552513,Park Dental,,"800 LaSalle Ave S, Suite 100",55402,,nppes,1508476482,SENSATIONAL SMILES,MUVE ORTHODONTICS,950 NICOLLET MALL STE 220,55403,612-271-0773,209
osm:node/13265552513,nppes:1649867334,osm,node/13265552513,Park Dental,,"800 LaSalle Ave S, Suite 100",55402,,nppes,1649867334,MSP ORTHODONTICS PLLC,,825 NICOLLET MALL STE 531,55402,612-332-4344,161
osm:node/13265552513,nppes:1659039444,osm,node/13265552513,Park Dental,,"800 LaSalle Ave S, Suite 100",55402,,nppes,1659039444,MINNEAPOLIS DENTAL PROFESSIONALS LLC,,825 NICOLLET MALL STE 939,55402,612-338-1255,161
osm:node/13265552513,nppes:1669199741,osm,node/13265552513,Park Dental,,"800 LaSalle Ave S, Suite 100",55402,,nppes,1669199741,METROPOLITAN PERIODONTISTS,,"825 NICOLLET MALL, STE. 210",55402,612-332-0869,161
osm:node/13265552513,nppes:1689732133,osm,node/13265552513,Park Dental,,"800 LaSalle Ave S, Suite 100",55402,,nppes,1689732133,"PDG,P.A.",PARK DENTAL,"4670 PARK NICOLLET AVE SE, SUITE 100",55372,952-447-7606,
osm:node/13265552513,nppes:1821746249,osm,node/13265552513,Park Dental,,"800 LaSalle Ave S, Suite 100",55402,,nppes,1821746249,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE DOWNTOWN MINNEAPOLIS,825 NICOLLET MALL STE 1025,55402,612-333-2879,161
osm:node/13265552513,nppes:1841417003,osm,node/13265552513,Park Dental,,"800 LaSalle Ave S, Suite 100",55402,,nppes,1841417003,"TOWN DENTAL, PA",,407 CITY HALL PLZ,55318,952-448-3077,
osm:node/13265552513,nppes:1841656410,osm,node/13265552513,Park Dental,,"800 LaSalle Ave S, Suite 100",55402,,nppes,1841656410,CITYSCAPE DENTAL PA,,"825 NICOLLET MALL, SUITE# 1921",55402,612-332-5916,161
osm:node/13265552513,nppes:1861138133,osm,node/13265552513,Park Dental,,"800 LaSalle Ave S, Suite 100",55402,,nppes,1861138133,DOWNTOWN PERIODONTICS AND IMPLANT DENTISTRY,,"825 NICOLLET MALL, SUITE 725",55402,612-339-5593,161
osm:node/13265552513,nppes:1871100974,osm,node/13265552513,Park Dental,,"800 LaSalle Ave S, Suite 100",55402,,nppes,1871100974,"CANDID MINNESOTA, PLLC",,15 S 9TH ST STE 97,55402,860-481-7631,125
osm:node/13265552513,nppes:1982775235,osm,node/13265552513,Park Dental,,"800 LaSalle Ave S, Suite 100",55402,,nppes,1982775235,"METROPOLITAN PERIODONTISTS, P.A.",,"825 NICOLLET MALL, SUITE 210",55402,612-332-0869,161
osm:node/13448863362,nppes:1316913411,osm,node/13448863362,Metro Dentalcare,,9042,,,nppes,1316913411,"METRO DENTALCARE, PLC",,17597 CEDAR AVE,55044,952-431-6600,
osm:node/13448863362,nppes:1497403810,osm,node/13448863362,Metro Dentalcare,,9042,,,nppes,1497403810,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE BROOKLYN CENTER,512 66TH AVE N,55430,763-560-3334,
osm:node/13448863362,nppes:1689324311,osm,node/13448863362,Metro Dentalcare,,9042,,,nppes,1689324311,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE MAPLE GROVE GROVE CIRCLE,9630 GROVE CIR N STE 102,55369,763-420-5484,
osm:node/13448863362,nppes:1881841021,osm,node/13448863362,Metro Dentalcare,,9042,,,nppes,1881841021,NORTHLAND DENTAL PARTNERS PLLC,METRO DENTALCARE,4670 PARK NICOLLET AVE SE,55372,952-447-7606,
osm:node/13448863362,nppes:1891443263,osm,node/13448863362,Metro Dentalcare,,9042,,,nppes,1891443263,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE WOODBURY,429 COMMERCE DR STE 400,55125,651-731-2342,
osm:node/13516981216,nppes:1194886630,osm,node/13516981216,Scandia Family Dental Clinic,,,,,nppes,1194886630,SCANDIA FAMILY DENTAL PA,,21080 OLINDA TRAIL N,55073,651-433-2655,65
osm:node/13610640653,nppes:1184093551,osm,node/13610640653,Eagan Dental Care,,,,,nppes,1184093551,"EAGAN SMILES DENTISTRY, PC",EAGAN SMILES DENTISTRY,"3405 PROMENADE AVE, SUITE 300",55123,651-236-7458,297
osm:node/13610640653,nppes:1891749362,osm,node/13610640653,Eagan Dental Care,,,,,nppes,1891749362,EAGAN DENTAL ASSOCIATES DBA NORTHWOOD DENTAL,,1227 NORTHWOOD PKWY,55121,651-687-0789,267
osm:node/13614655078,nppes:1093828261,osm,node/13614655078,Uptown Dental,,"1406 Lake Street West, 100",55408,,nppes,1093828261,LOWRY HILL DENTAL CLINIC PATRICK J PROCHASKA DDS ET.AL PARTNERS,LOWRY HILL DENTAL CLINIC,"1516 W LAKE ST, SUITE 302",55408,612-822-1484,287
osm:node/13614655078,nppes:1659458974,osm,node/13614655078,Uptown Dental,,"1406 Lake Street West, 100",55408,,nppes,1659458974,UPTOWN DENTAL ACQUISITION COMPANY,UPTOWN DENTAL,"1406 W LAKE ST, SUITE 100",55408,612-827-3736,51
osm:node/13614655078,nppes:1841417003,osm,node/13614655078,Uptown Dental,,"1406 Lake Street West, 100",55408,,nppes,1841417003,"TOWN DENTAL, PA",,407 CITY HALL PLZ,55318,952-448-3077,
osm:node/13614655078,nppes:1932206539,osm,node/13614655078,Uptown Dental,,"1406 Lake Street West, 100",55408,,nppes,1932206539,UPTOWN SMILE LLC,UPTOWN SMILE,"1516 W LAKE ST, SUITE 302",55408,612-822-4184,287
osm:node/13626360295,nppes:1679182687,osm,node/13626360295,Holger Dental Group,,120 North 1st Avenue,55402,,nppes,1679182687,DOWNTOWN DENTAL CENTER PLLC,HOLGER DENTAL GROUP,120 1ST AVE N STE 200,55401,612-333-8988,46
osm:node/13883833775,nppes:1558218537,osm,node/13883833775,York Dental,,,,,nppes,1558218537,WELLSPRING DENTAL HEALTH,,7701 YORK AVE S STE 140,55435,952-956-6700,106
osm:node/13883833775,nppes:1649497025,osm,node/13883833775,York Dental,,,,,nppes,1649497025,YORK DENTAL P.L.L.C.,,3205 W 76TH ST,55435,952-841-0122,29
osm:node/13883833775,nppes:1689732133,osm,node/13883833775,York Dental,,,,,nppes,1689732133,"PDG,P.A.",PARK DENTAL,"4670 PARK NICOLLET AVE SE, SUITE 100",55372,952-447-7606,
osm:node/13883833775,nppes:1770205064,osm,node/13883833775,York Dental,,,,,nppes,1770205064,TARA KAUR DDS PLLC,,"7701 YORK AVE SOUTH, SUITE 140",55435,952-956-6700,106
osm:node/13883833775,nppes:1932012630,osm,node/13883833775,York Dental,,,,,nppes,1932012630,SAM SAUZA DDS PC,STACKED SMILES EDINA,7701 YORK AVE S STE 240,55435,651-505-5900,106
osm:node/13942955984,nppes:1184093551,osm,node/13942955984,Eagan Smiles,,,,,nppes,1184093551,"EAGAN SMILES DENTISTRY, PC",EAGAN SMILES DENTISTRY,"3405 PROMENADE AVE, SUITE 300",55123,651-236-7458,67
osm:node/13965983641,nppes:1144307232,osm,node/13965983641,CityScape Dental,,"300 South 2nd Street, 3",,,nppes,1144307232,"SKYWAY DENTAL CLINIC, P.L.L.C.",SKYWAY DENTAL CLINIC|DR. FREDRICK R SCHILLING DDS PA,"250 2ND AVE S., SUITE 250",55401,612-338-4122,265
osm:node/13965983641,nppes:1841656410,osm,node/13965983641,CityScape Dental,,"300 South 2nd Street, 3",,,nppes,1841656410,CITYSCAPE DENTAL PA,,"825 NICOLLET MALL, SUITE# 1921",55402,612-332-5916,1018
osm:node/13967989885,nppes:1114781739,osm,node/13967989885,Blue Heron Dental Care,,601 Apollo Drive,55014,+17633733214,nppes,1114781739,"MINNESOTA DENTAL PROFESSIONALS, P.C.",BLUE HERON DENTAL CARE,601 APOLLO DR STE 110,55014,763-542-3765,
osm:node/13967989885,nppes:1417881707,osm,node/13967989885,Blue Heron Dental Care,,601 Apollo Drive,55014,+17633733214,nppes,1417881707,"DENTISTS OF LINO LAKES, PC",DENTISTS OF LINO LAKES,7705 LAKE DR,55014,651-727-8101,293
osm:node/14110804612,nppes:1023173531,osm,node/14110804612,Stillwater Dental,,,,,nppes,1023173531,OAKRIDGE DENTAL CENTER,,13481 60TH ST N,55082,651-430-9990,54
osm:node/14110804612,nppes:1629774138,osm,node/14110804612,Stillwater Dental,,,,,nppes,1629774138,STILLWATER MODERN DENTISTRY. PC,STILLWATER MODERN DENTISTRY,13331 60TH ST N,55082,651-352-4629,252
osm:node/14112398881,nppes:1023173531,osm,node/14112398881,Stillwater Modern Dentistry,,,,,nppes,1023173531,OAKRIDGE DENTAL CENTER,,13481 60TH ST N,55082,651-430-9990,214
osm:node/14112398881,nppes:1629774138,osm,node/14112398881,Stillwater Modern Dentistry,,,,,nppes,1629774138,STILLWATER MODERN DENTISTRY. PC,STILLWATER MODERN DENTISTRY,13331 60TH ST N,55082,651-352-4629,93
osm:node/14117084908,nppes:1629774138,osm,node/14117084908,Park Dental,,,,,nppes,1629774138,STILLWATER MODERN DENTISTRY. PC,STILLWATER MODERN DENTISTRY,13331 60TH ST N,55082,651-352-4629,200
osm:node/14117084908,nppes:1689732133,osm,node/14117084908,Park Dental,,,,,nppes,1689732133,"PDG,P.A.",PARK DENTAL,"4670 PARK NICOLLET AVE SE, SUITE 100",55372,952-447-7606,
osm:node/14117084908,nppes:1841417003,osm,node/14117084908,Park Dental,,,,,nppes,1841417003,"TOWN DENTAL, PA",,407 CITY HALL PLZ,55318,952-448-3077,
osm:node/1411811129,nppes:1184899106,osm,node/1411811129,Snelling Avenue Dental,,,,+1-651-699-5600,nppes,1184899106,MENDES FAMILY DENTISTRY,,550 SNELLING AVE S,55116,651-699-0404,178
osm:node/1411811129,nppes:1245416403,osm,node/1411811129,Snelling Avenue Dental,,,,+1-651-699-5600,nppes,1245416403,SNELLING AVENUE DENTAL,,604 SNELLING AVE S,55116,651-699-5600,34
osm:node/14125364900,nppes:1043960776,osm,node/14125364900,Metro Dental Care,,,,,nppes,1043960776,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE ROSEVILLE,2690 SNELLING AVE N STE 200,55113,651-633-1834,141
osm:node/14125364900,nppes:1255494712,osm,node/14125364900,Metro Dental Care,,,,,nppes,1255494712,OXBORO DENTAL CARE,,525 W 98TH ST,55420,952-881-2243,
osm:node/14125364900,nppes:1316913411,osm,node/14125364900,Metro Dental Care,,,,,nppes,1316913411,"METRO DENTALCARE, PLC",,17597 CEDAR AVE,55044,952-431-6600,
osm:node/14125364900,nppes:1881841021,osm,node/14125364900,Metro Dental Care,,,,,nppes,1881841021,NORTHLAND DENTAL PARTNERS PLLC,METRO DENTALCARE,4670 PARK NICOLLET AVE SE,55372,952-447-7606,
osm:node/14125364900,nppes:1891443263,osm,node/14125364900,Metro Dental Care,,,,,nppes,1891443263,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE WOODBURY,429 COMMERCE DR STE 400,55125,651-731-2342,
osm:node/14143321792,nppes:1639214547,osm,node/14143321792,Krengel Dental,,,,+19528881311,nppes,1639214547,DR RICHARD E BRIMACOMB,,"8900 PENN AVE S, #112",55431,952-888-1311,1744
osm:node/14143321792,nppes:1679705404,osm,node/14143321792,Krengel Dental,,,,+19528881311,nppes,1679705404,ROY KRENGEL DDS PA,,"8900 PENN AVE S, SUITE #112",55431,952-888-1311,1744
osm:node/14180598701,nppes:1376403113,osm,node/14180598701,Rush Creek Dental Care,,18820 70th Way North,55311,+16122542730,nppes,1376403113,"MINNESOTA DENTAL PROFESSIONALS, P.C.",,18820 70TH WAY N,55311,612-254-2730,
osm:node/14189483436,nppes:1356854442-pl3,osm,node/14189483436,Smile Orthodontics Stillwater,,,,,nppes,1356854442-pl3,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,105 NEW ENGLAND PL STE 120,55082,650-351-7777,104
osm:node/14189483436,nppes:1821690496,osm,node/14189483436,Smile Orthodontics Stillwater,,,,,nppes,1821690496,SMILE ORTHODONTICS STILLWATER LLC,,9424 MAPLE GROVE PKWY N,55311,651-351-7777,
osm:node/14204036046,nppes:1851466155,osm,node/14204036046,Chalet Dental,,1651 Dale Street N,,+1-651-413-9150,nppes,1851466155,CHALET DENTAL CARE,,1651 N DALE ST,55117,651-488-5888,21
osm:node/1696599650,nppes:1144717299,osm,node/1696599650,Riverbed Family Dentist,,,,+1 651-699-3212,nppes,1144717299,"GREAT ODENS, LLC",RIVERBEND FAMILY DENTAL,241 CLEVELAND AVE S STE D,55105,651-699-3212,27
osm:node/1696599650,nppes:1619781770,osm,node/1696599650,Riverbed Family Dentist,,,,+1 651-699-3212,nppes,1619781770,RIVERBEND FAMILY DENTAL,,241 CLEVELAND AVE S STE D1,55105,651-699-3212,27
osm:node/1696695965,nppes:1144717299,osm,node/1696695965,Groveland Dental,,2042 Saint Clair Avenue,55105,,nppes,1144717299,"GREAT ODENS, LLC",RIVERBEND FAMILY DENTAL,241 CLEVELAND AVE S STE D,55105,651-699-3212,68
osm:node/1696695965,nppes:1619781770,osm,node/1696695965,Groveland Dental,,2042 Saint Clair Avenue,55105,,nppes,1619781770,RIVERBEND FAMILY DENTAL,,241 CLEVELAND AVE S STE D1,55105,651-699-3212,68
osm:node/1719957678,nppes:1093997546,osm,node/1719957678,Gentle Dentistry,,1340 Duckwood Drive,55123,+1 651-209-9999,nppes,1093997546,"FAMILY & COSMETIC GENTLE DENTISTRY, LTD",,1340 DUCKWOOD DR,55123,651-209-9999,81
osm:node/2006887045,nppes:1689732133,osm,node/2006887045,Wood Park Dental,,,,,nppes,1689732133,"PDG,P.A.",PARK DENTAL,"4670 PARK NICOLLET AVE SE, SUITE 100",55372,952-447-7606,
osm:node/2047264671,nppes:1184782542,osm,node/2047264671,Duren Family Dental,,,,+1 952 4354142,nppes,1184782542,"PDG,P.A.",PARK DENTAL,40 W NICOLLET BLVD,55337,952-898-0990,296
osm:node/2047264671,nppes:1245722297,osm,node/2047264671,Duren Family Dental,,,,+1 952 4354142,nppes,1245722297,"ORTHODONTIC SPECIALISTS OF MINNESOTA, P.L.L.C.",THE DENTAL SPECIALISTS- ORTHODONTICS,40 W NICOLLET BLVD,55337,952-241-2496,296
osm:node/2047264671,nppes:1285825729,osm,node/2047264671,Duren Family Dental,,,,+1 952 4354142,nppes,1285825729,"CRAIG V. DUREN, D.D.S. , P.A.",,351 W NICOLLET BLVD,55337,952-435-4142,383
osm:node/2047264671,nppes:1326650961,osm,node/2047264671,Duren Family Dental,,,,+1 952 4354142,nppes,1326650961,MCGANN FAMILY DENTAL,MCGANN FAMILY DENTAL,8981 33RD ST N,55042,651-777-1337,
osm:node/2047264671,nppes:1407325830-pl7,osm,node/2047264671,Duren Family Dental,,,,+1 952 4354142,nppes,1407325830-pl7,FACIAL PAIN CENTER PLLC,,40 W NICOLLET BLVD,55337,952-926-3858,296
osm:node/2047264671,nppes:1508932344,osm,node/2047264671,Duren Family Dental,,,,+1 952 4354142,nppes,1508932344,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALISTS,40 W NICOLLET BLVD,55337,952-929-4458,296
osm:node/2503125447,nppes:1134807878,osm,node/2503125447,Park Dental Ridgepark,,13059 Ridgedale Drive,55305,,nppes,1134807878,MODERN DENTISTRY OF MINNETONKA PLLC,,2000 PLYMOUTH RD STE 357,55305,952-544-1449,275
osm:node/2503125447,nppes:1407325830-pl1,osm,node/2503125447,Park Dental Ridgepark,,13059 Ridgedale Drive,55305,,nppes,1407325830-pl1,FACIAL PAIN CENTER PLLC,,13059 RIDGEDALE DR,55305,952-926-3858,40
osm:node/2503125447,nppes:1689732133,osm,node/2503125447,Park Dental Ridgepark,,13059 Ridgedale Drive,55305,,nppes,1689732133,"PDG,P.A.",PARK DENTAL,"4670 PARK NICOLLET AVE SE, SUITE 100",55372,952-447-7606,
