pair_key,verdict,routed_by,score,block,a_source,a_record_id,a_name,a_other_names,a_address,a_postal_code,a_phone,b_source,b_record_id,b_name,b_other_names,b_address,b_postal_code,b_phone,distance_m
nppes:1356854442-pl7|nppes:1457064800,distinct,,0.450,phone,nppes,1356854442-pl7,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,3197 NORTHDALE BLVD NW,55433,651-351-7777,nppes,1457064800,"SMILE ORTHODONTICS STILLWATER, LLC",SMILE ORTHODONTICS,2150 3RD AVE STE 110,55303,651-351-7777,3585
nppes:1356854442-pl7|nppes:1518572916,distinct,,0.450,phone,nppes,1356854442-pl7,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,3197 NORTHDALE BLVD NW,55433,651-351-7777,nppes,1518572916,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS,2008 FORD PKWY,55116,651-351-7777,32461
nppes:1356854442-pl7|nppes:1689842841,distinct,,0.225,phone,nppes,1356854442-pl7,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,3197 NORTHDALE BLVD NW,55433,651-351-7777,nppes,1689842841,"ST. CROIX VALLEY DENTAL, PLLC",NORTHERN ORTHODONTICS,13961 60TH ST N,55082,651-351-7777,44247
nppes:1356854442-pl7|nppes:1821690496,review,score,0.750,phone,nppes,1356854442-pl7,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,3197 NORTHDALE BLVD NW,55433,651-351-7777,nppes,1821690496,SMILE ORTHODONTICS STILLWATER LLC,,9424 MAPLE GROVE PKWY N,55311,651-351-7777,
nppes:1356854442-pl9|nppes:1457064800,distinct,,0.450,phone,nppes,1356854442-pl9,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,11995 SINGLETREE LN STE 110,55344,651-351-7777,nppes,1457064800,"SMILE ORTHODONTICS STILLWATER, LLC",SMILE ORTHODONTICS,2150 3RD AVE STE 110,55303,651-351-7777,38264
nppes:1356854442-pl9|nppes:1508477050,distinct,,0.276,address,nppes,1356854442-pl9,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,11995 SINGLETREE LN STE 110,55344,651-351-7777,nppes,1508477050,RIZZO DENTISTRY PLLC,MODERN DAY DENTAL,11995 SINGLETREE LN STE 130,55344,952-257-7255,0
nppes:1356854442-pl9|nppes:1518572916,distinct,,0.450,phone,nppes,1356854442-pl9,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,11995 SINGLETREE LN STE 110,55344,651-351-7777,nppes,1518572916,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS,2008 FORD PKWY,55116,651-351-7777,20390
nppes:1356854442-pl9|nppes:1689842841,distinct,,0.225,phone,nppes,1356854442-pl9,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,11995 SINGLETREE LN STE 110,55344,651-351-7777,nppes,1689842841,"ST. CROIX VALLEY DENTAL, PLLC",NORTHERN ORTHODONTICS,13961 60TH ST N,55082,651-351-7777,51643
nppes:1356854442-pl9|nppes:1821690496,review,score,0.750,phone,nppes,1356854442-pl9,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,11995 SINGLETREE LN STE 110,55344,651-351-7777,nppes,1821690496,SMILE ORTHODONTICS STILLWATER LLC,,9424 MAPLE GROVE PKWY N,55311,651-351-7777,
nppes:1356854442|nppes:1356854442-pl1,distinct,,0.450,phone,nppes,1356854442,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2224 HENNEPIN AVE,55405,651-351-7777,nppes,1356854442-pl1,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,266 E TRAVELERS TRL STE 105,55337,651-351-7777,20583
nppes:1356854442|nppes:1356854442-pl10,distinct,,0.450,phone,nppes,1356854442,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2224 HENNEPIN AVE,55405,651-351-7777,nppes,1356854442-pl10,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,1670 BEAM AVE STE 203,55109,651-351-7777,22053
nppes:1356854442|nppes:1356854442-pl13,distinct,,0.450,phone,nppes,1356854442,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2224 HENNEPIN AVE,55405,651-351-7777,nppes,1356854442-pl13,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,8980 HUDSON BLVD N,55042,651-351-7777,29084
nppes:1356854442|nppes:1356854442-pl2,distinct,,0.450,phone,nppes,1356854442,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2224 HENNEPIN AVE,55405,651-351-7777,nppes,1356854442-pl2,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,1670 BEAM AVE STE 202,55109,651-351-7777,22053
nppes:1356854442|nppes:1356854442-pl4,distinct,,0.450,phone,nppes,1356854442,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2224 HENNEPIN AVE,55405,651-351-7777,nppes,1356854442-pl4,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,3007 LYNDALE AVE S,55408,651-351-7777,1403
nppes:1356854442|nppes:1356854442-pl5,distinct,,0.450,phone,nppes,1356854442,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2224 HENNEPIN AVE,55405,651-351-7777,nppes,1356854442-pl5,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2150 3RD AVE STE 200,55303,651-351-7777,27623
nppes:1356854442|nppes:1356854442-pl7,distinct,,0.450,phone,nppes,1356854442,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2224 HENNEPIN AVE,55405,651-351-7777,nppes,1356854442-pl7,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,3197 NORTHDALE BLVD NW,55433,651-351-7777,25545
nppes:1356854442|nppes:1356854442-pl9,distinct,,0.450,phone,nppes,1356854442,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2224 HENNEPIN AVE,55405,651-351-7777,nppes,1356854442-pl9,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,11995 SINGLETREE LN STE 110,55344,651-351-7777,15709
nppes:1356854442|nppes:1457064800,distinct,,0.450,phone,nppes,1356854442,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2224 HENNEPIN AVE,55405,651-351-7777,nppes,1457064800,"SMILE ORTHODONTICS STILLWATER, LLC",SMILE ORTHODONTICS,2150 3RD AVE STE 110,55303,651-351-7777,27623
nppes:1356854442|nppes:1518572916,distinct,,0.450,phone,nppes,1356854442,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2224 HENNEPIN AVE,55405,651-351-7777,nppes,1518572916,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS,2008 FORD PKWY,55116,651-351-7777,9730
nppes:1356854442|nppes:1689842841,distinct,,0.225,phone,nppes,1356854442,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2224 HENNEPIN AVE,55405,651-351-7777,nppes,1689842841,"ST. CROIX VALLEY DENTAL, PLLC",NORTHERN ORTHODONTICS,13961 60TH ST N,55082,651-351-7777,37873
nppes:1356854442|nppes:1821690496,review,score,0.750,phone,nppes,1356854442,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2224 HENNEPIN AVE,55405,651-351-7777,nppes,1821690496,SMILE ORTHODONTICS STILLWATER LLC,,9424 MAPLE GROVE PKWY N,55311,651-351-7777,
nppes:1356854442|osm:node/6835960221,review,same place,0.407,nearby,nppes,1356854442,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2224 HENNEPIN AVE,55405,651-351-7777,osm,node/6835960221,Sm:)e Orthodontics,,2214 Hennepin Avenue South,,,16
nppes:1356967061|nppes:1801991146,review,keys agree,0.585,address+phone,nppes,1356967061,ROSEMARY LELICH PA,,5804 EXCELSIOR BLVD,55416,952-922-7117,nppes,1801991146,FAMILY ORTHODONTICS PA,,5804 EXCELSIOR BLVD,55416,952-922-7117,0
nppes:1356967061|osm:way/914286353,review,keys agree,0.550,address+phone,nppes,1356967061,ROSEMARY LELICH PA,,5804 EXCELSIOR BLVD,55416,952-922-7117,osm,way/914286353,Family Orthodontics,,5804 Excelsior Boulevard,55416,+19529227117,16
nppes:1366507121|nppes:1386189272,distinct,,0.351,address,nppes,1366507121,FLIGGE AND LARSON PA,WAYZATA FAMILY DENTISTRY,"101 LAKE ST W, SUITE 220",55391,952-475-2464,nppes,1386189272,"WAYZATA ENDODONTICS, P.A.",,"101 LAKE STREET WEST, SUITE 100",55391,952-476-0070,0
nppes:1366810061|nppes:1417191602,review,score,0.700,address+nearby,nppes,1366810061,ROSEVILLE DENTISTRY,TAMARA SIMONS & ASSOCIATES,"1912 LEXINGTON AVE N, SUITE 100",55113,651-489-1900,nppes,1417191602,ROSEVILLE DENTISTRY,,"1912 LEXINGTON AVE N, SUITE 200",55113,651-631-3610,0
nppes:1366928426|nppes:1619938057,review,score,0.697,phone,nppes,1366928426,CREEKSIDE FAMILY DENTAL PLLC,"GIEBENHAIN DENTAL ASSOCIATES, P.A.","GIEBENHAIN DENTAL ASSOCIATES, P.A., 5851 DULUTH STREET # 103",55422,763-545-0330,nppes,1619938057,GIEBENHAIN DENTAL ASSOCIATES PA,,"5851 DULUTH STREET, SUITE #103",55422,763-545-0330,
nppes:1376403113|osm:node/14180598701,review,keys agree,0.525,address+phone,nppes,1376403113,"MINNESOTA DENTAL PROFESSIONALS, P.C.",,18820 70TH WAY N,55311,612-254-2730,osm,node/14180598701,Rush Creek Dental Care,,18820 70th Way North,55311,+16122542730,
nppes:1376409276|nppes:1992822290,distinct,,0.450,phone,nppes,1376409276,"SOUTHSIDE COMMUNITY HEALTH SERVICES, INC.",SOUTHSIDE EAST LAKE STREET DENTAL CLINIC,1000 E LAKE ST,55407,612-822-9030,nppes,1992822290,"SOUTHSIDE COMMUNITY HEALTH SERVICES, INC.",SOUTHSIDE DENTAL CLINIC,4243 4TH AVE S,55409,612-822-9030,2606
nppes:1376619114|nppes:1407008477,distinct,,0.294,address,nppes,1376619114,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALISTS,"6545 FRANCE AVE S, SUITE 366",55435,952-929-4319,nppes,1407008477,DYLLA-JENSEN PERIODONTICS PLLC,,6545 FRANCE AVE S,55435,952-922-6949,0
nppes:1376619114|nppes:1417581240,distinct,,0.309,address,nppes,1376619114,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALISTS,"6545 FRANCE AVE S, SUITE 366",55435,952-929-4319,nppes,1417581240,ELEGANT DENTISTRY PPLC,,6545 FRANCE AVE S STE 681,55435,612-800-8008,0
nppes:1376619114|nppes:1457411753,distinct,,0.265,address,nppes,1376619114,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALISTS,"6545 FRANCE AVE S, SUITE 366",55435,952-929-4319,nppes,1457411753,JEROME E. EUTENEUER DDS PA,,"6545 FRANCE AVE S, SUITE 270",55435,952-927-7744,0
nppes:1376619114|nppes:1700589264,distinct,,0.319,address,nppes,1376619114,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALISTS,"6545 FRANCE AVE S, SUITE 366",55435,952-929-4319,nppes,1700589264,ADVANCED RECONSTRUCTIVE DENTISTRY PLLC,,6545 FRANCE AVE S STE 680,55435,952-922-5326,0
nppes:1376619114|nppes:1710080809,distinct,,0.396,address+nearby,nppes,1376619114,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALISTS,"6545 FRANCE AVE S, SUITE 366",55435,952-929-4319,nppes,1710080809,ENDODONTIC SPECIALISTS PA,,"6545 FRANCE AVE S, SUITE #665",55435,952-927-8694,0
nppes:1376619114|nppes:1821362302,review,same place,0.538,address+nearby,nppes,1376619114,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALISTS,"6545 FRANCE AVE S, SUITE 366",55435,952-929-4319,nppes,1821362302,"ORTHODONTIC SPECIALISTS OF MINNESOTA, P.L.L.C.",THE DENTAL SPECIALISTS - ORTHODONTICS,"6545 FRANCE AVE S, SUITE 381",55435,952-926-7766,0
nppes:1376619114|nppes:1881312676,distinct,,0.272,address,nppes,1376619114,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALISTS,"6545 FRANCE AVE S, SUITE 366",55435,952-929-4319,nppes,1881312676,"MARIE JOYCELYN LUA, DMD, MS, PA",,6545 FRANCE AVE S STE 680,55435,952-920-7482,0
nppes:1376687103|nppes:1538220207,review,same place,0.421,nearby,nppes,1376687103,KILLIAN & MILNAR DENTISTRY PLLC,ARDEN DENTAL ASSOCIATES,"11806 ABERDEEN ST NE, SUITE 150",55449,763-786-1545,nppes,1538220207,ABERDEEN DENTAL ASSOCIATES,,"11800 ABERDEEN ST NE, SUITE 110",55449,763-786-4280,16
nppes:1376687103|nppes:1801910377,distinct,,0.266,address,nppes,1376687103,KILLIAN & MILNAR DENTISTRY PLLC,ARDEN DENTAL ASSOCIATES,"11806 ABERDEEN ST NE, SUITE 150",55449,763-786-1545,nppes,1801910377,ORTHODONTIC CARE GROUP,ORTHODONTIC CARE SPECIALISTS,11806 ABERDEEN ST NE,55449,763-757-2550,0
nppes:1376687103|nppes:1952997421,review,same place,0.421,nearby,nppes,1376687103,KILLIAN & MILNAR DENTISTRY PLLC,ARDEN DENTAL ASSOCIATES,"11806 ABERDEEN ST NE, SUITE 150",55449,763-786-1545,nppes,1952997421,"NODLANDMONDRY, P.L.L.C.",ABERDEEN DENTAL ASSOCIATES,11800 ABERDEEN ST NE STE 110,55449,402-560-8346,16
nppes:1376716043|nppes:1700058690,auto_merge,score,0.936,address+nearby+phone,nppes,1376716043,"MAPLE PLAIN DENTAL, PLLC",ORONO DENTAL CARE,2765 KELLEY PKWY STE 140,55356,952-449-9494,nppes,1700058690,ORONO DENTAL CARE PC,"CRYSTAL LAKE FAMILY DENTAL CARE, PLLC","2765 KELLEY PARKWAY, SUITE 140",55356,952-449-9494,0
nppes:1386035590|nppes:1386516433,review,score,0.676,address+phone,nppes,1386035590,MOORE LAKE DENTAL,,"6230 HIGHWAY 65 NE, SUITE 105",55432,763-571-5497,nppes,1386516433,STEADY DENTAL,,6230 HIGHWAY 65 NE STE 105,55432,763-571-5497,0
nppes:1386189272|nppes:1508926841,distinct,,0.363,phone,nppes,1386189272,"WAYZATA ENDODONTICS, P.A.",,"101 LAKE STREET WEST, SUITE 100",55391,952-476-0070,nppes,1508926841,WAYZATA ENDODONTICS PA,,"250 N CENTRAL AVE, SUITE 303",55391,952-476-0070,1669
nppes:1386189801|nppes:1528558244,auto_merge,score,0.850,nearby+phone,nppes,1386189801,ON-SITE DENTISTRY,,"7600 FRANCE AVE. S., SUITE 1100",55130,763-545-7545,nppes,1528558244,ON-SITE DENTISTRY,,7600 FRANCE AVE S STE 1100,55435,763-545-7545,0
nppes:1386189801|nppes:1912303777,distinct,,0.048,phone,nppes,1386189801,ON-SITE DENTISTRY,,"7600 FRANCE AVE. S., SUITE 1100",55130,763-545-7545,nppes,1912303777,LICENSED DENTAL HYGIENE CARE,SENIOR MOBILE DENTAL MINNESOTA LTD,"5201 EDEN AVE, SUITE 50",55436,763-545-7545,5231
nppes:1386489318|osm:way/1163631265,review,same place,0.454,address+nearby,nppes,1386489318,"DENTALIGN, PA",TC ORTHODONTICS,10920 175TH COURT W,55044,952-892-5300,osm,way/1163631265,Arnold Orthodontics,,10920 175th Court West,55044,,89
nppes:1386710499|nppes:1992818751,distinct,,0.190,nearby,nppes,1386710499,"PDG, P.A.",PARK DENTAL,12180 BUSINESS PARK BOULEVARD NORTH,55316,763-421-5206,nppes,1992818751,CHAMPLIN FAMILY DENTAL PA,,12233 CHAMPLIN DRIVE,55316,763-323-0678,147
nppes:1396089298|nppes:1437847654,distinct,,0.250,address,nppes,1396089298,PAN ORTHODONTIC CLINICS,,"5101 VERNON AVE S, SUITE 502",55436,952-926-3747,nppes,1437847654,INTERLACHEN DENTAL ASSOCIATES,,"5101 VERNON AVE S, STE 1B",55436,952-920-9579,0
nppes:1396089298|osm:node/12335479796,review,score,0.719,nearby+phone,nppes,1396089298,PAN ORTHODONTIC CLINICS,,"5101 VERNON AVE S, SUITE 502",55436,952-926-3747,osm,node/12335479796,Pan Orthodontics,,,,+1 952 926 3747,49
nppes:1396129433|osm:node/3993101977,review,same place,0.500,nearby,nppes,1396129433,"MAPLE GROVE SMILES DENTISTRY, PC",MAPLE GROVE SMILES DENTISTRY,12775 ELM CREEK BLVD N,55369,763-218-7005,osm,node/3993101977,Maple Grove Smiles Dentistry,,12737 Elm Creek Boulevard,,,76
nppes:1396340642|nppes:1407945199,distinct,,0.258,address,nppes,1396340642,"MINNESOTA DENTAL PROFESSIONALS, P.C.",MOSAIC DENTAL-BURNSVILLE/RIDGES,625 E NICOLLET BLVD STE 201,55337,952-435-0300,nppes,1407945199,"METROPOLITAN ENDODONTICS, LTD.",,"625 E NICOLLET BLVD, SUITE 340",55337,952-435-0370,0
nppes:1396340642|nppes:1891079851,review,same place,0.275,nearby,nppes,1396340642,"MINNESOTA DENTAL PROFESSIONALS, P.C.",MOSAIC DENTAL-BURNSVILLE/RIDGES,625 E NICOLLET BLVD STE 201,55337,952-435-0300,nppes,1891079851,"BURNSVILLE DENTAL, P.A.",NORTHSTAR DENTAL CLINIC,675 E NICOLLET BLVD STE 120,55337,952-892-7700,66
nppes:1396483996|osm:node/7176583044,review,score,0.607,address+nearby,nppes,1396483996,DENTISTS OF WEST ST PAUL PC,DENTISTS OF WEST ST PAUL,1740 ROBERT ST S STE 110,55118,651-347-1252,osm,node/7176583044,Dentists of West Saint Paul,,"1740 Robert Street South, Unit 110",55118,,49
nppes:1396690863|nppes:1629150008,review,keys agree,0.472,address+phone,nppes,1396690863,WEST END DENTAL PLLC,,1660 HIGHWAY 100 S STE 122,55416,952-544-4129,nppes,1629150008,NANCY A NORLING DDS PA,,1660 HIGHWAY 100 S STE 122,55416,952-544-4129,
nppes:1396914685|osm:way/974484284,distinct,,0.224,address,nppes,1396914685,"MICHAEL J NELSON D.D.S., PA",,"8001 HIGHWAY 7, #300",55426,952-920-4060,osm,way/974484284,Excel Dentistry,,8001 State Highway 7 Service Road,55426,,73
nppes:1407008477|nppes:1417581240,distinct,,0.287,address,nppes,1407008477,DYLLA-JENSEN PERIODONTICS PLLC,,6545 FRANCE AVE S,55435,952-922-6949,nppes,1417581240,ELEGANT DENTISTRY PPLC,,6545 FRANCE AVE S STE 681,55435,612-800-8008,0
nppes:1407008477|nppes:1457411753,distinct,,0.285,address,nppes,1407008477,DYLLA-JENSEN PERIODONTICS PLLC,,6545 FRANCE AVE S,55435,952-922-6949,nppes,1457411753,JEROME E. EUTENEUER DDS PA,,"6545 FRANCE AVE S, SUITE 270",55435,952-927-7744,0
nppes:1407008477|nppes:1700589264,distinct,,0.302,address,nppes,1407008477,DYLLA-JENSEN PERIODONTICS PLLC,,6545 FRANCE AVE S,55435,952-922-6949,nppes,1700589264,ADVANCED RECONSTRUCTIVE DENTISTRY PLLC,,6545 FRANCE AVE S STE 680,55435,952-922-5326,0
nppes:1407008477|nppes:1710080809,distinct,,0.304,address,nppes,1407008477,DYLLA-JENSEN PERIODONTICS PLLC,,6545 FRANCE AVE S,55435,952-922-6949,nppes,1710080809,ENDODONTIC SPECIALISTS PA,,"6545 FRANCE AVE S, SUITE #665",55435,952-927-8694,0
nppes:1407008477|nppes:1821362302,distinct,,0.312,address,nppes,1407008477,DYLLA-JENSEN PERIODONTICS PLLC,,6545 FRANCE AVE S,55435,952-922-6949,nppes,1821362302,"ORTHODONTIC SPECIALISTS OF MINNESOTA, P.L.L.C.",THE DENTAL SPECIALISTS - ORTHODONTICS,"6545 FRANCE AVE S, SUITE 381",55435,952-926-7766,0
nppes:1407008477|nppes:1881312676,distinct,,0.275,address,nppes,1407008477,DYLLA-JENSEN PERIODONTICS PLLC,,6545 FRANCE AVE S,55435,952-922-6949,nppes,1881312676,"MARIE JOYCELYN LUA, DMD, MS, PA",,6545 FRANCE AVE S STE 680,55435,952-920-7482,0
nppes:1407309784|nppes:1790922854,distinct,,0.261,address,nppes,1407309784,HENSELER ORTHODONTICS,,"1000 RADIO DR, SUITE 220",55125,651-739-1555,nppes,1790922854,"ART & SCIENCE FAMILY DENTISTRY, PA","KINNEY & MUSSER DDS, PA",1000 RADIO DRIVE SUITE 240,55125,651-739-1894,0
nppes:1407325830-pl1|nppes:1407325830-pl2,distinct,,0.450,phone,nppes,1407325830-pl1,FACIAL PAIN CENTER PLLC,,13059 RIDGEDALE DR,55305,952-926-3858,nppes,1407325830-pl2,FACIAL PAIN CENTER PLLC,,4155 DEAN LAKES BLVD,55379,952-926-3858,21010
nppes:1407325830-pl1|nppes:1407325830-pl5,review,score,0.750,phone,nppes,1407325830-pl1,FACIAL PAIN CENTER PLLC,,13059 RIDGEDALE DR,55305,952-926-3858,nppes,1407325830-pl5,FACIAL PAIN CENTER PLLC,,"5000 W 38TH STREET, STE. 250",55416,952-926-3858,
nppes:1407325830-pl1|nppes:1407325830-pl6,distinct,,0.450,phone,nppes,1407325830-pl1,FACIAL PAIN CENTER PLLC,,13059 RIDGEDALE DR,55305,952-926-3858,nppes,1407325830-pl6,FACIAL PAIN CENTER PLLC,,4200 W OLD SHAKOPEE RD STE 100,55437,952-926-3858,19607
nppes:1407325830-pl1|nppes:1407325830-pl7,distinct,,0.450,phone,nppes,1407325830-pl1,FACIAL PAIN CENTER PLLC,,13059 RIDGEDALE DR,55305,952-926-3858,nppes,1407325830-pl7,FACIAL PAIN CENTER PLLC,,40 W NICOLLET BLVD,55337,952-926-3858,27390
nppes:1407325830-pl1|nppes:1730247180,distinct,,0.308,address,nppes,1407325830-pl1,FACIAL PAIN CENTER PLLC,,13059 RIDGEDALE DR,55305,952-926-3858,nppes,1730247180,"PDG,P.A.",PARK DENTAL,13059 RIDGEDALE DR,55305,952-545-8603,0
nppes:1407325830-pl1|osm:node/2503125447,distinct,,0.297,address,nppes,1407325830-pl1,FACIAL PAIN CENTER PLLC,,13059 RIDGEDALE DR,55305,952-926-3858,osm,node/2503125447,Park Dental Ridgepark,,13059 Ridgedale Drive,55305,,40
nppes:1407325830-pl2|nppes:1407325830-pl5,review,score,0.750,phone,nppes,1407325830-pl2,FACIAL PAIN CENTER PLLC,,4155 DEAN LAKES BLVD,55379,952-926-3858,nppes,1407325830-pl5,FACIAL PAIN CENTER PLLC,,"5000 W 38TH STREET, STE. 250",55416,952-926-3858,
nppes:1407325830-pl2|nppes:1407325830-pl6,distinct,,0.450,phone,nppes,1407325830-pl2,FACIAL PAIN CENTER PLLC,,4155 DEAN LAKES BLVD,55379,952-926-3858,nppes,1407325830-pl6,FACIAL PAIN CENTER PLLC,,4200 W OLD SHAKOPEE RD STE 100,55437,952-926-3858,11064
nppes:1407325830-pl2|nppes:1407325830-pl7,distinct,,0.450,phone,nppes,1407325830-pl2,FACIAL PAIN CENTER PLLC,,4155 DEAN LAKES BLVD,55379,952-926-3858,nppes,1407325830-pl7,FACIAL PAIN CENTER PLLC,,40 W NICOLLET BLVD,55337,952-926-3858,15104
nppes:1407325830-pl3|nppes:1407325830-pl4,distinct,,0.450,phone,nppes,1407325830-pl3,FACIAL PAIN CENTER PLLC,,4190 108TH AVE NE STE 130,55449,651-636-2016,nppes,1407325830-pl4,FACIAL PAIN CENTER PLLC,,241 RADIO DR STE B,55125,651-636-2016,30486
nppes:1407325830-pl5|nppes:1407325830-pl6,review,score,0.750,phone,nppes,1407325830-pl5,FACIAL PAIN CENTER PLLC,,"5000 W 38TH STREET, STE. 250",55416,952-926-3858,nppes,1407325830-pl6,FACIAL PAIN CENTER PLLC,,4200 W OLD SHAKOPEE RD STE 100,55437,952-926-3858,
nppes:1407325830-pl5|nppes:1407325830-pl7,review,score,0.750,phone,nppes,1407325830-pl5,FACIAL PAIN CENTER PLLC,,"5000 W 38TH STREET, STE. 250",55416,952-926-3858,nppes,1407325830-pl7,FACIAL PAIN CENTER PLLC,,40 W NICOLLET BLVD,55337,952-926-3858,
nppes:1407325830-pl5|nppes:1760540165,distinct,,0.208,address,nppes,1407325830-pl5,FACIAL PAIN CENTER PLLC,,"5000 W 38TH STREET, STE. 250",55416,952-926-3858,nppes,1760540165,"PDG, P.A.",PARK DENTAL,"5000 W 36TH ST, SUITE 250",55416,952-920-3700,
nppes:1407325830-pl6|nppes:1407325830-pl7,distinct,,0.450,phone,nppes,1407325830-pl6,FACIAL PAIN CENTER PLLC,,4200 W OLD SHAKOPEE RD STE 100,55437,952-926-3858,nppes,1407325830-pl7,FACIAL PAIN CENTER PLLC,,40 W NICOLLET BLVD,55337,952-926-3858,7816
nppes:1407325830-pl7|nppes:1508932344,distinct,,0.329,address,nppes,1407325830-pl7,FACIAL PAIN CENTER PLLC,,40 W NICOLLET BLVD,55337,952-926-3858,nppes,1508932344,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALISTS,40 W NICOLLET BLVD,55337,952-929-4458,0
nppes:1407325830|nppes:1407325830-pl3,distinct,,0.450,phone,nppes,1407325830,FACIAL PAIN CENTER PLLC,,1835 COUNTY ROAD C W STE 200,55113,651-636-2016,nppes,1407325830-pl3,FACIAL PAIN CENTER PLLC,,4190 108TH AVE NE STE 130,55449,651-636-2016,16089
nppes:1407325830|nppes:1407325830-pl4,distinct,,0.450,phone,nppes,1407325830,FACIAL PAIN CENTER PLLC,,1835 COUNTY ROAD C W STE 200,55113,651-636-2016,nppes,1407325830-pl4,FACIAL PAIN CENTER PLLC,,241 RADIO DR STE B,55125,651-636-2016,21026
nppes:1407325830|nppes:1780750539,distinct,,0.329,address,nppes,1407325830,FACIAL PAIN CENTER PLLC,,1835 COUNTY ROAD C W STE 200,55113,651-636-2016,nppes,1780750539,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALISTS,"1835 COUNTY ROAD C-WEST, SUITE 200",55113,651-796-0193,0
nppes:1407536196|nppes:1598967382,distinct,,0.261,address,nppes,1407536196,MNPL02 PLLC,,1099 HELMO AVE N STE 110,55128,651-372-3300,nppes,1598967382,PETERS ORTHODONTIC SPECIALISTS,DR. NICOLE PETERS ORTHODONTICS,1099 HELMO AVE N STE 200,55128,651-578-8401,0
nppes:1407701253|nppes:1417825563,review,score,0.762,address+nearby+phone,nppes,1407701253,MARC MONTGOMERY DENTAL GPS PLLC,MONTGOMERY WOLKEN DENTAL CARE,8380 CITY CENTRE DR STE 120,55125,651-714-1642,nppes,1417825563,MARC MONTGOMERY DDS PA,,8380 CITY CENTRE DR STE 120,55125,651-714-1642,0
