pair_key,a_source,a_record_id,a_name,a_other_names,a_address,a_postal_code,a_phone,b_source,b_record_id,b_name,b_other_names,b_address,b_postal_code,b_phone,distance_m
nppes:1548487689|osm:way/489630183,nppes,1548487689,THE NEW ART OF DENTISTRY,,1222 N FRONTAGE RD,55033,651-437-1166,osm,way/489630183,The New Art Of Dentistry,,1222 Frontage Road,55033,,70
nppes:1225629017-pl3|nppes:1922153881,nppes,1225629017-pl3,"GROUP HEALTH, INC.",HEALTHPARTNERS SPECIALTY DENTAL,8600 NICOLLET AVE S,55420,952-541-2888,nppes,1922153881,"GROUP HEALTH, INC.",HEALTHPARTNERS BLOOMINGTON DENTAL CLIIC,8600 NICOLLET AVE S,55420,952-884-1148,0
nppes:1316062557|nppes:1811630551,nppes,1316062557,ORTHODONTIC CARE GROUP,ORTHODONTIC CARE SPECIALISTS,14455 SOUTH ROBERT TRAIL,55068,651-423-6302,nppes,1811630551,FAMILY ORTHODONTIC SPECIALISTS PLC,WOODLAKE ORTHODONTICS ROSEMOUNT,14455 S ROBERT TRL,55068,651-423-6302,0
nppes:1447422175|nppes:1598449688,nppes,1447422175,"ENTERPRISE DENTAL, INC.",,2418 ENTERPRISE DR UNIT B,55120,651-452-2116,nppes,1598449688,GHASSEMLOUEI AND GUNDERSON DENTAL PRACTICE PLLC,,2418 ENTERPRISE DR UNIT B,55120,651-452-2116,0
nppes:1356854442-pl4|nppes:1356854442-pl9,nppes,1356854442-pl4,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,3007 LYNDALE AVE S,55408,651-351-7777,nppes,1356854442-pl9,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,11995 SINGLETREE LN STE 110,55344,651-351-7777,15063
nppes:1407973605|nppes:1669842662-pl2,nppes,1407973605,CHILDRENS DENTAL SERVICES INC,,636 BROADWAY ST. NE,55413,612-746-1530,nppes,1669842662-pl2,CHILDREN'S DENTAL SERVICES,,636 BROADWAY ST NE,55413,612-746-1530,0
nppes:1356854442-pl2|nppes:1457064800,nppes,1356854442-pl2,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,1670 BEAM AVE STE 202,55109,651-351-7777,nppes,1457064800,"SMILE ORTHODONTICS STILLWATER, LLC",SMILE ORTHODONTICS,2150 3RD AVE STE 110,55303,651-351-7777,33927
nppes:1134547730|nppes:1407008477,nppes,1134547730,"SOUTHDALE PERIODONTICS, PLLC",,"6545 FRANCE AVE S, SUITE 190",55435,952-922-6949,nppes,1407008477,DYLLA-JENSEN PERIODONTICS PLLC,,6545 FRANCE AVE S,55435,952-922-6949,0
nppes:1043642135|osm:node/7147762889,nppes,1043642135,ST PAUL FAMILY DENTISTRY,,1050 LARPENTEUR AVE W,55113,651-488-5522,osm,node/7147762889,St. Paul Family Dentistry,,1050 Larpenteur Avenue West,55113,+1-651-488-5522,57
nppes:1467509851|osm:way/547126362,nppes,1467509851,CHERRYWOOD DENTAL CARE PA,,14127 VERNON AVE S,55378,952-440-9303,osm,way/547126362,Cherrywood Dental,,14127 Vernon Ave S,55378,+19524409303,58
nppes:1891749362|osm:way/350242398,nppes,1891749362,EAGAN DENTAL ASSOCIATES DBA NORTHWOOD DENTAL,,1227 NORTHWOOD PKWY,55121,651-687-0789,osm,way/350242398,Northwood Dental,,1227 Northwood Parkway,55121,+1 651-687-0789,155
nppes:1578505152-pl2|nppes:1578505152-pl7,nppes,1578505152-pl2,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,14643 MERCANTILE DR N STE 113,55038,651-450-7273,nppes,1578505152-pl7,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,7864 CENTURY BLVD,55317,651-450-7273,
nppes:1932361474|nppes:1932361474-pl1,nppes,1932361474,"MINNESOTA LEE DENTAL CLINIC, P.C.",,6240 QUINWOOD LN N STE 102,55369,763-391-7522,nppes,1932361474-pl1,"MINNESOTA LEE DENTAL CLINIC, P.C.",,"7767 ELM CREEK BLVD N, SUITE 160",55369,763-391-7522,
nppes:1174600621|nppes:1437847654,nppes,1174600621,INTERLACHEN DENTAL ASSOCIATES,,"5101 VERNON AVENUE, SUITE 1B",55436,952-920-9579,nppes,1437847654,INTERLACHEN DENTAL ASSOCIATES,,"5101 VERNON AVE S, STE 1B",55436,952-920-9579,0
nppes:1982311916|osm:way/958658188,nppes,1982311916,MILL CITY DENTAL PA,,2218 LAUREL AVE,55405,612-377-3740,osm,way/958658188,Mill City Dental,,2218 Laurel Avenue West,55405,+16123773740,24
nppes:1013933381-pl1|nppes:1013933381-pl2,nppes,1013933381-pl1,SHAKOPEE MDEWAKANTON SIOUX COMMUNITY,SHAKOPEE DAKOTA CLINIC,15000 MYSTIC CENTER DRIVE,55372,952-233-2886,nppes,1013933381-pl2,SHAKOPEE MDEWAKANTON SIOUX COMMUNITY,SHAKOPEE DAKOTA CLINIC,2360 SIOUX TRL NW,55372,952-233-2886,
nppes:1003654104|nppes:1528805553,nppes,1003654104,PROACTIVE HEALTHCARE EDUCATION CENTER,PROACTIVE DENTAL CLINIC CORP,334 E LAKE ST STE 105,55408,310-883-8932,nppes,1528805553,PROACTIVE HEALTHCARE EDUCATION CENTER,PROACTIVE DENTAL CLINIC CORP,334 E LAKE ST STE 105,55408,310-883-8932,0
nppes:1407945199|nppes:1477634343,nppes,1407945199,"METROPOLITAN ENDODONTICS, LTD.",,"625 E NICOLLET BLVD, SUITE 340",55337,952-435-0370,nppes,1477634343,"METROPOLITAN ENDODONTICS, LTD.",,2125 UPPER 55TH ST E,55077,952-435-0370,20509
nppes:1356854442-pl1|nppes:1518572916,nppes,1356854442-pl1,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,266 E TRAVELERS TRL STE 105,55337,651-351-7777,nppes,1518572916,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS,2008 FORD PKWY,55116,651-351-7777,17292
nppes:1679673867|nppes:1861140501,nppes,1679673867,FAMILY ENDODONTIC SPECIALISTS PLC,METRO DENTALCARE RICHFIELD,6601 LYNDALE AVE S STE 220A,55423,612-866-1234,nppes,1861140501,FAMILY ENDODONTIC SPECIALISTS PLC,METRO DENTALCARE SPECIALTY CENTER RICHFIELD - ENDODONTICS,6601 LYNDALE AVE S STE 230A,55423,612-638-1206,0
nppes:1275707580|nppes:1881060069,nppes,1275707580,ADVANCED DENTAL GROUP,,3909 SILVER LAKE RD NE,55421,612-789-3573,nppes,1881060069,"MODERN DENTAL PROFESSIONALS, MN PC",MIDWEST DENTAL,3909 SILVER LAKE RD NE,55421,612-789-3573,0
nppes:1356854442-pl1|nppes:1356854442-pl2,nppes,1356854442-pl1,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,266 E TRAVELERS TRL STE 105,55337,651-351-7777,nppes,1356854442-pl2,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,1670 BEAM AVE STE 202,55109,651-351-7777,34015
nppes:1477170108-pl1|nppes:1477170108-pl2,nppes,1477170108-pl1,JESSE N VEIL DDS MS PA,VEIL & WILD ORTHODONTICS,11800 SINGLETREE LN STE 200,55344,952-903-9484,nppes,1477170108-pl2,JESSE N VEIL DDS MS PA,VEIL & WILD ORTHODONTICS,600 W 98TH ST STE 300,55420,952-903-9484,
nppes:1417340563|nppes:1790435428,nppes,1417340563,MIRACLE MILE DENTISTRY PA,36TH STREET DENTAL,5806A W 36TH ST,55416,952-929-5292,nppes,1790435428,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE ST. LOUIS PARK WEST 36TH STREET,5806 W 36TH ST STE A,55416,952-929-5292,0
nppes:1336430149|nppes:1720479462,nppes,1336430149,"GROUP HEALTH PLAN, INC",THREE RIVERS ORTHODONTICS,"2150 THIRD AVENUE, SUITE 200",55303,763-421-9292,nppes,1720479462,"GROUP HEALTH PLAN, INC",,"2150 3RD AVE, SUITE 200",55303,763-585-7610,0
nppes:1578505152-pl3|nppes:1578505152-pl4,nppes,1578505152-pl3,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,1004 DIFFLEY RD STE 400,55123,651-450-7273,nppes,1578505152-pl4,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,14643 MERCANTILE DR N STE 113,55038,651-450-7273,
nppes:1407325830-pl2|nppes:1407325830-pl6,nppes,1407325830-pl2,FACIAL PAIN CENTER PLLC,,4155 DEAN LAKES BLVD,55379,952-926-3858,nppes,1407325830-pl6,FACIAL PAIN CENTER PLLC,,4200 W OLD SHAKOPEE RD STE 100,55437,952-926-3858,11064
nppes:1356854442-pl5|nppes:1356854442-pl9,nppes,1356854442-pl5,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2150 3RD AVE STE 200,55303,651-351-7777,nppes,1356854442-pl9,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,11995 SINGLETREE LN STE 110,55344,651-351-7777,38264
nppes:1114324951|nppes:1619688751,nppes,1114324951,DENTAL ASSOCIATES OF ST. PAUL PA,,1790 7TH ST E,55119,651-735-0595,nppes,1619688751,DENTAL DELIVERY SYSTEMS OF ST. PAUL LLC,,1790 7TH ST E,55119,651-735-0595,0
nppes:1083789929|osm:node/12139088878,nppes,1083789929,EDINA 5-O DENTAL PA,DREW F SPENCER DDS,"3948 W 50TH ST, SUITE 205",55424,952-922-8111,osm,node/12139088878,Hälsa Edina Dental,,"3948 West 50th Street, Suite 205",55424,+1-952-922-8111,132
nppes:1164474003|osm:way/1220338509,nppes,1164474003,ROBBINSDALE DENTALCARE PA,,3920 W BROADWAY AVE,55422,763-535-5555,osm,way/1220338509,Robbinsdale Dental Care,,3920 West Broadway Avenue,55422,+1-763-535-5555,30
nppes:1356854442-pl1|nppes:1356854442-pl4,nppes,1356854442-pl1,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,266 E TRAVELERS TRL STE 105,55337,651-351-7777,nppes,1356854442-pl4,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,3007 LYNDALE AVE S,55408,651-351-7777,19218
nppes:1356854442-pl10|nppes:1356854442-pl4,nppes,1356854442-pl10,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,1670 BEAM AVE STE 203,55109,651-351-7777,nppes,1356854442-pl4,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,3007 LYNDALE AVE S,55408,651-351-7777,22165
nppes:1255870531|osm:node/12020737355,nppes,1255870531,"DENTISTS OF EDEN PRAIRIE, PC",DENTISTS OF EDEN PRAIRIE,"13000 TECHNOLOGY DR, SUITE 110",55344,952-562-1463,osm,node/12020737355,Dentists of Eden Prairie,,"13000 Technology Drive, 110",55344,,276
nppes:1376409276|nppes:1992822290,nppes,1376409276,"SOUTHSIDE COMMUNITY HEALTH SERVICES, INC.",SOUTHSIDE EAST LAKE STREET DENTAL CLINIC,1000 E LAKE ST,55407,612-822-9030,nppes,1992822290,"SOUTHSIDE COMMUNITY HEALTH SERVICES, INC.",SOUTHSIDE DENTAL CLINIC,4243 4TH AVE S,55409,612-822-9030,2606
nppes:1356854442-pl2|nppes:1356854442-pl4,nppes,1356854442-pl2,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,1670 BEAM AVE STE 202,55109,651-351-7777,nppes,1356854442-pl4,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,3007 LYNDALE AVE S,55408,651-351-7777,22165
nppes:1457064800|nppes:1518572916,nppes,1457064800,"SMILE ORTHODONTICS STILLWATER, LLC",SMILE ORTHODONTICS,2150 3RD AVE STE 110,55303,651-351-7777,nppes,1518572916,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS,2008 FORD PKWY,55116,651-351-7777,35122
nppes:1356854442|nppes:1356854442-pl10,nppes,1356854442,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2224 HENNEPIN AVE,55405,651-351-7777,nppes,1356854442-pl10,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,1670 BEAM AVE STE 203,55109,651-351-7777,22053
nppes:1407325830-pl1|nppes:1407325830-pl6,nppes,1407325830-pl1,FACIAL PAIN CENTER PLLC,,13059 RIDGEDALE DR,55305,952-926-3858,nppes,1407325830-pl6,FACIAL PAIN CENTER PLLC,,4200 W OLD SHAKOPEE RD STE 100,55437,952-926-3858,19607
nppes:1053685586|nppes:1851772362,nppes,1053685586,"ORTHODONTIC SPECIALISTS OF MINNESOTA, PLLC",,"2200 COUNTY ROAD C W, SUITE 2210",55113,651-633-0500,nppes,1851772362,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",,"2200 COUNTY ROAD C W, SUITE 2210",55113,651-633-0500,0
nppes:1134862865|nppes:1558010967,nppes,1134862865,FAMILY ORTHODONTIC SPECIALISTS PLC,WOODLAKE ORTHODONTICS MIDWAY - ST. PAUL,1375 SAINT ANTHONY AVE,55104,651-286-8153,nppes,1558010967,FAMILY ORAL SURGERY SPECIALISTS PLC,METRO DENTALCARE ST. PAUL MIDWAY - ORAL SURGERY,1375 SAINT ANTHONY AVE,55104,651-286-8153,0
nppes:1356854442-pl4|nppes:1457064800,nppes,1356854442-pl4,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,3007 LYNDALE AVE S,55408,651-351-7777,nppes,1457064800,"SMILE ORTHODONTICS STILLWATER, LLC",SMILE ORTHODONTICS,2150 3RD AVE STE 110,55303,651-351-7777,29025
nppes:1407325830-pl1|nppes:1407325830-pl5,nppes,1407325830-pl1,FACIAL PAIN CENTER PLLC,,13059 RIDGEDALE DR,55305,952-926-3858,nppes,1407325830-pl5,FACIAL PAIN CENTER PLLC,,"5000 W 38TH STREET, STE. 250",55416,952-926-3858,
nppes:1366810061|nppes:1417191602,nppes,1366810061,ROSEVILLE DENTISTRY,TAMARA SIMONS & ASSOCIATES,"1912 LEXINGTON AVE N, SUITE 100",55113,651-489-1900,nppes,1417191602,ROSEVILLE DENTISTRY,,"1912 LEXINGTON AVE N, SUITE 200",55113,651-631-3610,0
nppes:1689722639|nppes:1851772362,nppes,1689722639,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",,"2200 COUNTY ROAD C W, SUITE 2210",55113,651-633-0500,nppes,1851772362,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",,"2200 COUNTY ROAD C W, SUITE 2210",55113,651-633-0500,0
nppes:1659554517|osm:node/6236126673,nppes,1659554517,"WAYZATA DENTAL, LTD.",WAYZATA DENTAL,"250 CENTRAL AVE N, SUITE 202",55391,952-473-4900,osm,node/6236126673,Wayzata Dental,,"250 Central Avenue North, 202",55391,+1-952-473-4900,82
nppes:1164959938|nppes:1225629017-pl2,nppes,1164959938,"GROUP HEALTH, INC.",,8455 FLYING CLOUD DR,55344,952-883-9040,nppes,1225629017-pl2,"GROUP HEALTH, INC.",HEALTHPARTNERS SPECIALTY DENTAL,8455 FLYING CLOUD DR,55344,952-883-9040,0
nppes:1174600621|osm:node/12335504029,nppes,1174600621,INTERLACHEN DENTAL ASSOCIATES,,"5101 VERNON AVENUE, SUITE 1B",55436,952-920-9579,osm,node/12335504029,Interlachen Dental Associates,,,,+1 952 920 9579,65
nppes:1407325830-pl3|nppes:1407325830-pl4,nppes,1407325830-pl3,FACIAL PAIN CENTER PLLC,,4190 108TH AVE NE STE 130,55449,651-636-2016,nppes,1407325830-pl4,FACIAL PAIN CENTER PLLC,,241 RADIO DR STE B,55125,651-636-2016,30486
nppes:1356854442-pl13|nppes:1457064800,nppes,1356854442-pl13,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,8980 HUDSON BLVD N,55042,651-351-7777,nppes,1457064800,"SMILE ORTHODONTICS STILLWATER, LLC",SMILE ORTHODONTICS,2150 3RD AVE STE 110,55303,651-351-7777,45800
nppes:1306933577|osm:way/1220408471,nppes,1306933577,A GENTLE DENTAL CENTER P.A.,,4930 42ND AVE N,55422,763-537-4531,osm,way/1220408471,The Dental Suite,,4930 42nd Avenue North,55422,+1-763-537-4531,45
nppes:1356854442-pl1|nppes:1821690496,nppes,1356854442-pl1,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,266 E TRAVELERS TRL STE 105,55337,651-351-7777,nppes,1821690496,SMILE ORTHODONTICS STILLWATER LLC,,9424 MAPLE GROVE PKWY N,55311,651-351-7777,
nppes:1669842662-pl1|nppes:1669842662-pl2,nppes,1669842662-pl1,CHILDREN'S DENTAL SERVICES,,636 BROADWAY ST NE,55413,612-746-1530,nppes,1669842662-pl2,CHILDREN'S DENTAL SERVICES,,636 BROADWAY ST NE,55413,612-746-1530,0
nppes:1356854442|nppes:1356854442-pl7,nppes,1356854442,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2224 HENNEPIN AVE,55405,651-351-7777,nppes,1356854442-pl7,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,3197 NORTHDALE BLVD NW,55433,651-351-7777,25545
nppes:1093261190|nppes:1316538101-pl2,nppes,1093261190,"GROUP HEALTH, INC.",,8515 EAGLE POINT BLVD,55042,651-523-9950,nppes,1316538101-pl2,"GROUP HEALTH, INC.",HEALTHPARTNERS PEDIATRIC DENTAL,8515 EAGLE POINT BLVD STE 200,55042,651-523-9950,0
nppes:1447961750|nppes:1548282585,nppes,1447961750,APPLE TREE DENTAL,,2232 HENNEPIN AVE,55405,612-377-6108,nppes,1548282585,"ADT DENTAL, LTD.",,2232 HENNEPIN AVE,55405,612-377-6108,0
nppes:1063512234|nppes:1447350509,nppes,1063512234,"FAMILY PERIODONTIC SPECIALISTS, PLC",METRO DENTALCARE SPECIALTY CENTER RICHFIELD - PERIODONTICS,6601 LYNDALE AVE S STE 220,55423,612-861-9123,nppes,1447350509,"FAMILY ORTHODONTIC SPECIALISTS, PLC",WOODLAKE ORTHODONTICS RICHFIELD,6601 LYNDALE AVE S STE 240,55423,612-861-9123,0
nppes:1225629017|nppes:1780739417,nppes,1225629017,"GROUP HEALTH, INC.",HEALTHPARTNERS SPECIALTY DENTAL,2500 COMO AVE,55108,651-647-2500,nppes,1780739417,"GROUP HEALTH, INC.",HEALTHPARTNERS COMO DENTAL CLINIC,2500 COMO AVE,55108,651-641-0020,
nppes:1699918789|nppes:1962645051,nppes,1699918789,MINNESOTA ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS PA,,7810 CAHILL AVE,55076,651-450-7273,nppes,1962645051,MINNESOTA ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS PA,,1745 N FRONTAGE RD,55033,651-450-7273,16086
nppes:1356854442-pl13|nppes:1518572916,nppes,1356854442-pl13,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,8980 HUDSON BLVD N,55042,651-351-7777,nppes,1518572916,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS,2008 FORD PKWY,55116,651-351-7777,20850
nppes:1629521893|nppes:1710749296,nppes,1629521893,RIDGES FAMILY DENTAL PLLC,,50 MCANDREWS RD E,55337,952-892-5050,nppes,1710749296,FAMILY SMILES-BURNSVILLE PLLC,,50 MCANDREWS RD E,55337,952-892-5050,0
nppes:1356854442|nppes:1356854442-pl4,nppes,1356854442,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2224 HENNEPIN AVE,55405,651-351-7777,nppes,1356854442-pl4,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,3007 LYNDALE AVE S,55408,651-351-7777,1403
nppes:1275150989|osm:node/8165857405,nppes,1275150989,HAMLINE FAMILY DENTAL,,1347 LARPENTEUR AVE W,55113,651-699-5600,osm,node/8165857405,Hamline Family Dental,,,,+1-651-699-5600,31
nppes:1699267633|nppes:1861088197,nppes,1699267633,"ORTHODONTIC SPECIALISTS OF MINNESOTA, P.L.L.C.",THE DENTAL SPECIALISTS- ORTHODONTICS,1150 HAZELTINE BLVD,55318,952-241-5860,nppes,1861088197,ORTHODONTICS SPECIALIST OF MINNESOTA P.L.L.C.,THE DENTAL ORTHODONTICS MINNETONKA,14525 HIGHWAY 7 STE 125,55345,952-241-5860,14404
nppes:1437847654|osm:node/12335504029,nppes,1437847654,INTERLACHEN DENTAL ASSOCIATES,,"5101 VERNON AVE S, STE 1B",55436,952-920-9579,osm,node/12335504029,Interlachen Dental Associates,,,,+1 952 920 9579,65
nppes:1356854442-pl1|nppes:1457064800,nppes,1356854442-pl1,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,266 E TRAVELERS TRL STE 105,55337,651-351-7777,nppes,1457064800,"SMILE ORTHODONTICS STILLWATER, LLC",SMILE ORTHODONTICS,2150 3RD AVE STE 110,55303,651-351-7777,47981
nppes:1457448615|nppes:1952712366,nppes,1457448615,REGENTS OF THE UNIVERSITY OF MINNESOTA,UNIVERSITY OF MINNESOTA SCHOOL OF DENTISTRY,"515 DELAWARE ST SE, 7-530 MOOS TOWER",55455,612-626-6529,nppes,1952712366,REGENTS OF THE UNIVERSITY OF MINNESOTA,U OF MN SCHOOL OF DENTISTRY,"515 DELAWARE ST SE, 7-530 MOOS TOWER",55455,613-262-6423,0
nppes:1386189801|nppes:1528558244,nppes,1386189801,ON-SITE DENTISTRY,,"7600 FRANCE AVE. S., SUITE 1100",55130,763-545-7545,nppes,1528558244,ON-SITE DENTISTRY,,7600 FRANCE AVE S STE 1100,55435,763-545-7545,0
nppes:1356854442-pl2|nppes:1821690496,nppes,1356854442-pl2,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,1670 BEAM AVE STE 202,55109,651-351-7777,nppes,1821690496,SMILE ORTHODONTICS STILLWATER LLC,,9424 MAPLE GROVE PKWY N,55311,651-351-7777,
nppes:1639398886|nppes:1962460881,nppes,1639398886,"TOWN DENTAL, PA",,425 2ND ST,55331,952-474-6133,nppes,1962460881,"TOWN DENTAL, PA",,425 2ND ST,55331,952-474-6133,0
nppes:1326797713|nppes:1871241505,nppes,1326797713,"FAMILY PERIODONTIC SPECIALISTS, PLC",METRO DENTALCARE SPECIALTY CENTER BURNSVILLE - PERIODONTICS,14344 BURNHAVEN DR,55306,612-638-1238,nppes,1871241505,FAMILY ENDODONTIC SPECIALISTS PLC,METRO DENTALCARE SPECIALTY CENTER BURNSVILLE - ENDODONTICS,14344 BURNHAVEN DR,55306,612-638-1238,0
nppes:1356854442-pl5|nppes:1518572916,nppes,1356854442-pl5,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2150 3RD AVE STE 200,55303,651-351-7777,nppes,1518572916,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS,2008 FORD PKWY,55116,651-351-7777,35122
nppes:1295890895|osm:way/802023323,nppes,1295890895,"CHEROKEE DENTAL, P.A.",,374 ANNAPOLIS ST W,55118,651-457-6231,osm,way/802023323,Cherokee Dentist,,374 Annapolis Street,55118,+1-651-457-6231,49
nppes:1487302113|nppes:1598413239,nppes,1487302113,FAMILY ENDODONTIC SPECIALISTS PLC,METRO DENTALCARE SPECIALTY CENTER MAPLE GROVE ENDODONTICS,15785 95TH AVE N,55369,763-233-4140,nppes,1598413239,FAMILY ENDODONTIC SPECIALISTS PLC,METRO DENTALCARE SPECIALTY CENTER MAPLE GROVE - ENDODONTICS,15785 95TH AVE N,55369,763-233-4140,0
nppes:1972748721|osm:node/12704116116,nppes,1972748721,CENTENNIAL LAKES DENTAL GROUP,,5851 DULUTH ST STE 218,55422,763-544-0121,osm,node/12704116116,Centennial Lakes Dental Group,,"4800 Olson Memorial Highway, 110",55422,+1 763 544 0121,1950
nppes:1356854442-pl5|nppes:1821690496,nppes,1356854442-pl5,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2150 3RD AVE STE 200,55303,651-351-7777,nppes,1821690496,SMILE ORTHODONTICS STILLWATER LLC,,9424 MAPLE GROVE PKWY N,55311,651-351-7777,
nppes:1003174764|nppes:1871837708,nppes,1003174764,DENTALIGN P.A.,,7860 MAIN ST,55369,763-420-1030,nppes,1871837708,"DENTALIGN, P.A",,4630 EDGEBROOK PL,55424,763-420-1030,21808
nppes:1407325830-pl5|nppes:1407325830-pl7,nppes,1407325830-pl5,FACIAL PAIN CENTER PLLC,,"5000 W 38TH STREET, STE. 250",55416,952-926-3858,nppes,1407325830-pl7,FACIAL PAIN CENTER PLLC,,40 W NICOLLET BLVD,55337,952-926-3858,
nppes:1093261190|nppes:1225629017-pl1,nppes,1093261190,"GROUP HEALTH, INC.",,8515 EAGLE POINT BLVD,55042,651-523-9950,nppes,1225629017-pl1,"GROUP HEALTH, INC.",HEALTHPARTNERS SPECIALTY DENTAL,8515 EAGLE POINT BLVD STE 200,55042,651-523-9950,0
nppes:1194887521|nppes:1508300252,nppes,1194887521,"ROGER G. ETTEL D.D.S. & ASSOCIATES, PA",,4801 HIGHWAY 61 N # SU-300,55110,651-429-2299,nppes,1508300252,"MINNESOTA PERIODONTAL ASSOCIATES, PA","ROGER G. ETTEL DDS AND ASSOCIATES, PA","4801 HWY 61 N., SUITE 300",55110,651-429-2299,0
nppes:1033307046|nppes:1467640029,nppes,1033307046,DOORSTEP HEALTHCARE SERVICES,,5861 CEDAR LAKE RD S,55416,763-541-6000,nppes,1467640029,DOORSTEP DENTAL SERVICES,,5861 CEDAR LAKE RD S,55416,763-541-6000,0
nppes:1437267598|nppes:1922726280,nppes,1437267598,KIM F LARSON,LARSON DENTAL,1632 WASHINGTON ST NE,55413,612-789-2853,nppes,1922726280,LARSON DENTAL LLC,,1632 WASHINGTON ST NE,55413,612-789-2853,0
nppes:1104249259|nppes:1376687103,nppes,1104249259,CAMPODONICO FAMILY & COSMETIC DENTISTRY PC,ARDEN DENTAL ASSOCIATES,"11806 ABERDEEN ST NE, SUITE 150",55449,763-786-1545,nppes,1376687103,KILLIAN & MILNAR DENTISTRY PLLC,ARDEN DENTAL ASSOCIATES,"11806 ABERDEEN ST NE, SUITE 150",55449,763-786-1545,0
nppes:1578505152-pl6|nppes:1578505152-pl7,nppes,1578505152-pl6,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,16106 PILOT KNOB RD STE 120,55044,651-450-7273,nppes,1578505152-pl7,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,7864 CENTURY BLVD,55317,651-450-7273,36515
nppes:1609098458|osm:way/362842348,nppes,1609098458,"RIVER BLUFF DENTAL, P.A.",,10851 RHODE ISLAND AVE S,55438,952-884-5361,osm,way/362842348,River Bluff Dental - Dr. Walter Palmer,,10851 Rhodde Island Avenue South,55438,+1 952 884 5361,32
nppes:1215590575|nppes:1942214200,nppes,1215590575,LAKE MINNETONKA DENTAL CENTER PLLC,,109 BUSHAWAY RD STE 300,55391,952-475-0225,nppes,1942214200,MCKONE DENTAL CARE DDS PA,,"109 BUSHAWAY RD, SUITE 300",55391,952-475-0225,0
